Geneid	Length	genome_mapping/High_6620c1.rep3.RNAseq.mm10.sorted.bam
Dpf2	3356	4781
Bpifa3	1110	0
Drap1	1020	8658
Gm3383	1880	0
Fgf11	3489	741
E2f1	3099	1498
Dynlrb1	1009	5408
Gss	1963	7168
Rbm39	3155	19814
Tgif2	2899	515
Phf23	2273	3454
Nnat	1336	556
Asgr1	1284	3506
Rprd1b	4603	2826
Ralgapb	8766	7590
Rabep1	5496	4345
Dhx35	3310	1542
Emilin3	3558	8
Derl2	4154	2937
Ptprt	12174	27
Sgk2	3155	403
Tomm34	2369	3509
Tlcd2	1424	725
Rph3al	3437	586
Timm22	3056	1254
Apba2	3435	42
Pcsk6	4298	7086
Aurka	1975	1983
Abr	6632	6229
Cdh26	2983	0
Ssh2	9313	4251
Tpd52l2	3652	6773
Rgs19	2059	1204
Pcmtd2	3572	3050
Myo18a	7590	18049
Kif7	4568	185
Sez6	4204	16
Slit2	10009	2852
Clip1	6066	15433
Cux1	15378	8362
Tlcd1	1710	1149
Cct6b	1873	17
Lig3	5971	2700
Cpsf4	1791	2557
Hnf1b	2998	2808
Mrps23	1642	2437
Cib1	1030	3386
Nmb	692	61
Tm6sf1	2266	392
Hikeshi	3552	997
Misp3	907	196
Chrdl2	1722	29
Anapc15	1041	962
Art5	1714	80
Pgap2	2651	2346
Dido1	21590	6480
Prkcg	3115	232
Hmgcs1	3577	16053
Rad51c	4366	84
Micu1	2376	5464
Foxred1	2361	1707
Birc2	3444	2502
Pbx1	9280	9571
Xlr	2346	60
Tfdp1	2728	8058
Map4k2	4724	2275
Dok1	1805	3913
Drd1	3580	2
Dsc1	5007	0
Dsc3	5348	12
Rhbdf1	2939	6193
Alas1	3259	8985
Aebp1	4075	7328
Rhoc	1074	11376
Sat1	1278	13827
Adam19	6731	2100
Lilr4b	1487	1751
Lilrb4a	1500	2926
Adcy8	5039	56
Adcy9	7840	2598
Cfd	922	127
Gm21379	1958	0
Zfp799	6350	504
Clasp1	7938	4921
Nme7	3017	882
Cox4i1	764	31108
Kyat3	2279	1970
Unc5c	9355	175
Ganab	3974	21155
Ppp3ca	4846	9583
Hmgb3	1798	3156
Slc37a4	2508	5676
Ktn1	4745	11451
Nek1	5619	1599
Ppa2	1383	3758
Mcub	1318	1321
Plcd1	2908	1273
Prkcsh	2090	11725
Rab7	2622	19389
Uimc1	3379	2582
Atp11a	7752	3926
Ctbs	2894	1597
Nptn	2425	10288
Xlr4b	1320	64
Ndst3	5838	640
Zwint	3727	7953
Vti1a	5157	2781
Slc6a17	6317	32
Ido1	1771	96
Adam32	2510	14
Cept1	6464	5068
Polr3gl	1427	841
Plpp5	1555	3581
Pip5k1a	3676	7078
Pi4kb	3831	4649
Tuft1	2636	8005
Rorc	3416	1519
Rab13	1636	1229
Dctn6	1703	2821
Pygo2	3633	5349
Chtop	3721	8178
Ddx60	5994	181
Ints10	4357	2794
Tm6sf2	1446	766
Tmem161a	3034	3626
Ocel1	1679	499
Pex1	4553	1495
Gk	4529	1966
Kcnh2	4648	889
Dda1	1937	3911
Pgls	1167	4929
Cmc4	1011	155
Isx	1792	0
Zfp827	7609	2677
Ccdc130	2169	973
Preb	5452	7979
Ngb	1628	35
Mpv17	1811	3395
Apela	975	6
Rad23a	3184	3451
Mylk3	3253	4467
Btg3	1428	0
Poglut1	3100	2493
Vgll2	1650	78
Oaz1	1075	1
Cap1	2787	20759
Olr1	3569	895
Edc4	4780	8608
Irx6	3369	0
Cast	4747	14898
Car7	2154	30
Kctd19	3048	4
Nrn1l	617	33
Dus2	1910	787
Dpep2	2032	1224
Ap1g1	6875	12375
Rab27a	3441	447
Capn5	4565	9781
Gm38666	4625	0
Gm38667	4595	0
Inafm2	3053	2028
Agtrap	4029	2322
Ctf1	1465	106
Cyba	759	9255
Cidec	1755	462
Gab1	4992	2261
Arhgdib	1414	1989
Hipk1	8451	16894
Oaz2	1844	3316
Gdnf	4867	60
Csn1s2b	766	0
Hnrnpk	3032	36396
Caprin2	3697	1489
Apod	2074	1056
Hdlbp	6640	47445
Hsdl2	2714	1735
Cdkn2c	2253	1596
Syt14	7938	4
Fst	2861	1591
Coro1a	1911	2805
Pir	1601	1319
Serpina10	1609	1815
Tspan33	2001	174
Smc2	5531	3524
Usp1	3595	3361
Slc7a1	7239	14011
Vsx2	3261	0
Usp15	11549	6052
Scamp5	3344	2020
Xiap	7202	8332
Pitpnb	2827	8171
Aup1	1705	8309
Sumo3	3221	12432
Rgr	4290	0
Adamtsl4	4036	5731
Mpdu1	1361	3148
Ccr7	1975	138
Atp5g3	724	14305
Fdx1	3439	2339
Dnm1	4131	815
Ptpdc1	4901	1290
E4f1	2659	2932
Hes2	2915	0
Irf8	3433	1310
Fgd4	8708	1469
Arhgap15	4643	204
Slc7a3	2416	313
Azin2	2802	646
Stk11	3881	8210
Fkbp1a	1983	32165
Dlgap3	4369	2
Uros	3367	480
Gfra2	3487	257
Usp3	5578	3808
Cenpa	1581	2809
Vamp7	2578	2001
Erg	3466	499
Acsl1	4093	6374
Gpr87	1508	0
Lmo1	1559	52
Flii	4057	16457
Atp5j	903	7236
Tmem138	2025	1596
Pmp22	2352	1582
Aktip	3435	2939
Cnih2	1369	79
Mrpl55	1031	1156
Nfe2	2793	126
Rph3a	4580	0
P2ry2	3066	1439
Umad1	2250	674
Cbln2	3175	0
Shox2	3262	68
Trpc7	3674	8
Zkscan6	2371	814
Ccrl2	2249	1115
Cdc37l1	10635	3962
Marchf8	4623	6523
Clcn4	5432	3711
Plpp2	1651	9422
Ppt2	2187	1684
Phf1	2447	3487
Zfp422	3631	1786
Rnf10	3115	22461
Ing1	2935	5109
Sdf4	5705	10170
Itga10	5041	638
Pld2	6043	4141
Acy3	1284	742
Gzmm	1404	31
Gjb1	1809	5646
Tmub2	2684	2488
Galt	2021	1072
Esr1	8765	647
Zbed3	2651	1378
Mcm5	3441	3810
Cfap46	8214	14
Zfp131	3771	2761
Lrrc23	1444	8
Slfn4	3964	779
Osbp2	4319	339
Eno2	2985	1514
Ifi203	4891	799
Ncoa2	8514	5165
Elmo2	4793	4128
Ldhb	1304	6222
Mdm4	7354	6391
Cic	8967	9416
Nsun7	3939	27
Prdm4	4024	3310
Impdh1	2730	4642
Sh2b2	3279	505
Tle4	4883	2244
Qsox2	3914	1479
Ttll7	7472	3604
Gm21188	1743	70
Ap2m1	2937	15512
Gng4	3249	10
Fbxw27	1492	0
Rnf138	3178	1417
Ap3s1	1561	3051
Ubr3	8081	11933
Etv6	5696	3499
Mycl	3664	318
Folr2	1330	660
Il12b	2505	10
Agfg2	2935	5968
Traf6	6188	3376
Prdx6	2489	16093
Aldoc	2870	1813
Ambn	1917	0
Csnk2b	1386	1102
Ap1g2	2688	1477
Hus1	5074	1026
Srcap	10904	10806
Tmem265	1221	503
Rnf4	3257	11384
Cgnl1	7233	16306
Eif4g1	5439	48472
Tmem132e	4415	70
Mlh3	5517	1907
Gm4737	2087	3062
Slc9a8	4875	5674
Stil	5434	949
Vezt	14025	2709
Arf2	2776	6562
Atp5pb	1302	15940
Entpd1	4379	1773
Mrln	446	0
Clk4	2159	2960
Col13a1	3164	374
Coq7	1503	1430
Csk	3316	4098
Csn1s2a	1038	0
Pex26	4436	1454
Hdgfl2	2312	4462
Hsd3b1	1855	2
Kcnj3	5215	188
Maff	2597	5484
Nfkbie	2437	978
Pou6f1	4953	1267
Ppp3cc	3009	950
Rab5c	1975	10559
Spef2	7157	4
Uap1	3084	4654
Sun5	1232	2
Spata19	853	0
Tex35	1025	12
Gm14296	8744	0
2210418O10Rik	8745	0
4930512M02Rik	729	0
Cd320	2415	1096
Plekha7	7179	3665
Ccna1	1585	10
Rnf25	1479	1433
Retreg2	2676	6263
Dtl	4253	1017
Psmf1	3559	2626
Api5	3797	10393
Mcm10	3944	1045
Duoxa1	1543	31
Nub1	3278	6159
Rngtt	4157	1063
Cnr2	4337	290
Mpdz	7568	2090
Pigo	4306	2367
E2f2	5002	466
Mad2l2	1457	2647
Stra6l	4046	1773
Tmco4	3944	1450
Olfr785	939	0
BC037156	430	0
Olfr789	939	0
Pter	3706	1722
Spry1	2493	2465
Bglap3	1268	11
Plppr5	4295	2
Gpr61	3157	4
Apoa2	936	13678
Hars2	3270	2170
Cenpi	3692	725
Pla2g4a	3051	3147
Kifap3	4010	2281
Bcs1l	1901	766
Themis	6389	12
Vps28	1042	4398
Glis3	7514	3129
Wdr44	4178	967
Usf1	2030	3399
F9	2735	1187
Midn	3727	11348
Ttpal	4523	2668
Pank4	2716	1861
Ntng2	1924	151
Gzmn	991	0
Apoe	1586	165734
Limk1	4013	2820
Mro	2627	8
Bckdhb	1621	1908
Kctd6	3405	942
Arx	2868	0
Gdpd2	2773	141
Diaph1	5796	9160
Coasy	2138	3145
Cnpy3	1902	3453
Ggt1	2539	100
Spsb2	1372	1015
Il13ra2	2279	61
Adipor1	3448	12868
Itga3	5263	35343
Itih1	3089	4678
Rptor	7022	4113
Dnmbp	6287	5245
Sh2b3	4616	5735
Mbd3	1643	7272
Car12	3716	974
Ccdc116	4280	107
Scfd1	5027	3849
Mmp11	2288	1692
Ints7	5349	2718
Mvk	1732	2925
Trappc6b	1522	2538
Nfkbib	2125	1765
Creb3l4	1786	232
Nr4a3	6702	270
Trim68	2391	708
Cutal	2352	488
Ttyh3	4659	7200
Hhipl2	2915	48
Gpr108	2308	4091
Smim4	1355	467
Nadsyn1	2645	1691
Tnfrsf23	3358	6644
Zcchc4	6976	1496
Cdk5rap3	2556	5204
Dnajb1	3227	6503
Stat4	3151	46
Fhit	1256	38
Rnf103	3463	3983
Zfp51	2576	906
Enpp1	6781	4877
Nek4	4245	1144
Sema4f	4086	1171
Siah1b	2106	623
Pigbos1	499	186
Gm13090	746	11
Secisbp2	3317	2322
Gm27021	1007	0
Aldh2	4155	48245
Alox5ap	1014	2133
Porcn	2761	23294
Mtrr	4509	1823
Cdkal1	6325	954
Gm13030	655	0
Vegfd	2018	288
Gpr50	3069	8
Nnt	4860	13991
Il2rg	1663	592
Mrgpra6	3700	0
Aqp4	6007	40
Lrrc31	2103	4
Gm10037	686	4
Sprr2a3	852	412
Zfp141	4096	613
Robo4	3785	1084
2610042L04Rik	1885	0
Gm3636	1724	6
Gm45915	2124	14
Speer1	1266	0
Clec7a	2285	1883
Gm44805	644	0
Cox16	2793	434
Synj2bp	10825	3957
Gm20498	2805	0
Scamp3	1579	339
Gm45927	2938	0
Gm5861	1153	2
Clcf1	2092	3862
Gm45929	1549	0
Atf7	7651	7458
Dpm1	2293	75
Adnp	5128	262
Tmem218	1147	346
Nelfb	2866	7230
Obp1b	716	0
Ms4a4a	996	1013
Dnah7c	12282	17
Zfp119b	2174	244
Ppp3cb	3831	3287
Crocc2	7428	65
Synpo2l	4627	1519
Impa1	4185	5078
Mei1	4078	0
Ly6g	936	2
Atp6v1h	2063	4365
Kdm6a	5935	3188
Slmap	5455	8364
Cdk14	5401	1617
Gm21190	1167	6
Gm21083	1195	8
Mapk8	5827	2181
Malrd1	6740	42
Cdk16	3650	9146
Cypt1	678	0
Cphx3	1664	0
Reln	11698	874
Pde4c	3295	884
Rint1	3298	1987
Osmr	4835	3256
Eloc	2189	3502
Fam126a	6315	5269
Serpina16	1532	0
Asic3	1942	73
Asb10	2650	152
Trps1	10343	746
Mgst2	602	1511
Lmbrd1	5509	3740
Bend6	2438	184
Ankle1	2772	212
Rhox2a	832	0
Osbpl7	3579	839
Cnpy1	3841	0
Kansl3	4741	9169
Mbnl3	8829	476
Mapre3	2021	1383
Zfp423	4995	118
Ankrd23	2365	5640
Stmn4	1445	21
Khk	1590	3761
Zbbx	2479	0
Chd9	11565	2857
Zfp92	6741	2
Ankrd39	2050	604
Txndc16	4062	659
Atp2b3	6931	0
Prss54	1590	4
Tpp2	4691	6355
Scrib	5624	6521
Nabp1	2838	1250
Msantd1	2793	96
Olfr1055	1041	0
1700088E04Rik	1365	36
Nt5c1b	2029	2
Psma6	1103	10141
Tmem260	5632	1489
Mob4	2826	3182
Lrfn5	5633	16
Mef2d	5562	9119
Rab28	1905	2656
Mtss2	5006	754
Psma3	2398	9388
Paqr6	1670	42
Fam126b	8915	1584
Trim5	2495	44
Spryd7	4144	1010
Lgi2	6372	1321
Pmf1	1078	1909
Cog4	2967	5141
Gata4	3408	2954
Lias	2884	2409
Mlkl	2030	1384
Scgb2b21	510	0
Akr1cl	1372	0
Ube2k	4882	5799
Scgb2b18	520	0
Fmnl3	4436	6521
Pikfyve	11423	2299
Krtcap2	601	4147
AF067061	900	8
Psg16	5159	4
Slc30a9	3410	6464
Usp10	3730	6516
Guf1	5018	1851
Gm21761	885	10
Scgb1b12	417	0
Crispld2	4186	1566
Ociad2	2510	7185
Pdcl2	1192	0
Stap1	1225	12
Pmvk	1705	1847
Spdye4c	1020	1
Rpe	2724	1450
Zfp442	7164	631
Ccdc122	1822	525
Gnrhr	3195	14
Cldn34c1	3317	22
Cnmd	1458	14
Rassf6	1998	2816
Scgb2b11	520	0
Vwc2l	4655	0
Igfbp2	1415	6242
Scgb2b1	526	0
Vps9d1	2829	2407
Usp37	7358	1685
Art3	1748	1981
Zmiz1	7521	12669
Zfp142	6483	1956
Zfp111	7221	613
Caps2	2838	4
Il6ra	3377	3233
Bmp3	6302	70
Obsl1	6057	1822
Scg2	2722	28
Prkcd	2853	8528
Fbxo17	1976	624
Ntpcr	2278	1256
Kir3dl1	1555	0
Slc26a1	3854	633
Mff	2101	4259
Armc9	5259	677
Smok3c	2331	0
Scyl2	4839	3861
Slc16a4	2546	261
Lrcol1	962	0
Slc17a8	4716	56
Ptbp2	3364	3359
Cabp1	1909	10
Agfg1	7940	6588
Cypt3	681	0
Mmp27	2132	33
P2rx4	2702	4668
Cnksr2	7165	365
Cep57	2848	1318
Gemin8	1971	445
Kmt5a	3178	12375
Rps15	631	42652
Mre11a	5766	1815
Rnf220	3512	3450
Gpr83	3586	6
Egf	4788	217
Siglech	2483	17
Cibar1	1906	2146
Fbxo7	5608	1003
Ubl5	3189	3259
Znhit1	1340	2263
Pde4a	5578	1632
Dapp1	3087	1362
Hsf3	3434	0
Mterf4	1330	534
Spdye4a	2085	4
Zfp653	2212	824
Tenm4	14048	773
Thap4	2230	2823
Tex26	1507	3
B3gat1	3865	4
D2hgdh	3506	956
Glb1l2	3737	72
Neu4	4591	0
Ankrd61	1757	194
Gin1	2785	579
Marchf11	1573	0
Sspn	4570	2655
Rnf214	4246	3223
Tac1	1049	32
Ing3	3800	1521
Nnmt	1013	1116
Ccdc192	1013	12
Ndufa5	620	2707
Dixdc1	5809	931
Mbd2	2350	8605
Grm8	3912	43
1110032A03Rik	3502	579
Lingo1	4384	106
Zc3hc1	1861	1773
Klhdc10	5937	6485
Pml	5377	3456
Lypd1	6604	47
Il20	1031	0
Celf6	2997	9
Tmem209	3714	3503
Rassf5	3738	1356
Rab7b	4498	603
Sema6a	6896	566
Iqch	3678	7
Rps27l	688	3972
Zfp280d	4372	1632
Khdc3	1686	8
Tmcc2	4183	469
Mkrn1	3251	4616
Senp6	4960	7157
Tpk1	2671	992
Ccdc126	2425	354
Svs3a	1201	0
Kbtbd4	2594	1287
Larp4b	6073	10824
Hoxa1	2474	20
Msh3	3948	1431
Elovl2	3963	1059
Carmil1	5186	4079
Trpc1	4549	638
Celf5	8482	96
Prl8a8	1221	0
Unc5a	3995	84
Prl2c5	973	8
Xrn1	10278	4023
Ube2v1	2069	3185
Akr1c20	1329	149
Rnf7	1232	2772
Klhl12	3263	1388
B4galt7	2300	1652
1700037H04Rik	1423	2704
Dennd5a	5003	7605
Bmf	5089	1482
Il12rb2	3094	85
Dzip1l	5104	4230
Xpo6	4548	6249
1110051M20Rik	5946	796
Tnfrsf22	4218	5338
4930402H24Rik	6927	5569
Nek7	4304	9114
Pccb	2306	3544
Parp3	2977	3100
Sema3f	4034	5336
Rnf123	4801	3902
Tcta	1840	1638
Usp4	3684	6580
Fbxw14	1499	0
Ctsc	11061	12266
Ttc6	5901	94
Ctsh	1623	7864
Ror1	7048	1874
Eif4h	2494	29609
Tgfbr1	6023	6319
Epo	715	0
Gdf7	1423	1
Grhpr	1281	3201
Cryba4	809	79
Crybb1	980	10
Gad1	3970	0
Ptch2	5119	191
Kcnn2	3692	401
Hnf4a	4658	21117
Cux2	5189	532
Ksr2	6108	38
Ephx1	1739	4903
Ihh	3049	593
Sh2d1a	962	4
Timm17b	1792	1538
Mcm6	4431	7236
Ube2a	1730	2219
Bcap31	1403	10024
Pkp1	4670	1050
Mtmr1	4736	2162
Rgs5	4546	5359
Prdx4	983	2429
Sp100	4034	618
Hnrnph2	2474	4538
Acot9	1810	4443
Cltrn	1417	6
Cyp20a1	2246	3336
Trappc2	1432	471
Tuba4a	2329	10845
Fam3a	2030	1657
Cul3	5047	9596
Apool	1341	886
Asb11	1658	840
Gorab	2685	1034
Hdac8	3100	480
Asb12	1596	34
Stk26	3333	350
Fundc1	3086	2549
Gpr173	5118	65
Sash3	2681	408
Ophn1	7504	699
Acvr2b	10666	1077
Prps2	3710	1828
Tlr8	5047	739
Cdk5rap2	11840	2210
Vgll1	2297	0
Il7	3590	46
Hmgb1	3193	12189
Lta4h	2066	5006
Prmt5	2720	4966
Thbs1	5848	42673
Plk3	2378	3767
Eif2ak3	4837	3317
Hif1a	4963	11022
Nos2	4296	572
Actg1	1953	63225
Asgr2	1445	1791
Crhr1	2610	0
Cryba1	801	0
Calm1	4287	51762
Grb2	2916	5338
Cd79b	1231	44
Krt13	1738	94
Krt14	1720	319
Krt16	1568	12
Rhoa	2455	28610
Krt19	1415	70808
Aldh6a1	3603	7312
Ltc4s	660	635
Vip	1529	6
Ppp1r1b	2114	557
Rdh12	1678	34
Prkar1a	4058	23438
Prkch	3642	645
Colec11	1442	608
Srebf1	4522	15651
Eif4e	5115	6572
Tcf7	2737	1171
Thra	3186	3267
Ubb	1620	21100
Unc119	1531	971
Scn1a	8320	10
Atg5	2379	1762
Ahr	5494	6426
Dmd	14263	2572
Itga5	4470	9915
Il6	1141	159
Mpz	2035	34
Adcyap1	3545	24
Bmp4	2059	2331
Etv4	2333	3429
Map2k4	4237	4186
P4ha1	4114	8020
Pctp	2844	448
Kcnk10	8193	18
C8b	2239	1461
Prkcb	8829	676
Sgpl1	4142	10079
Mdh1	1958	15725
Ptpre	5642	3665
Sh3bp1	2515	950
Nr5a1	3180	6
Slc27a3	2298	234
Ern2	2988	306
Mapkapk3	2816	1201
Ica1l	4289	125
2810408A11Rik	1922	534
Mier2	2605	2188
Gprin1	4348	115
Nkiras1	4996	581
Nudt16l1	1352	958
Ddo	8660	221
Prl8a9	941	0
Cdh4	6730	90
Nudt14	1259	1380
Rnf167	2063	2199
Qpct	2059	253
Prxl2a	2040	9306
Mrpl2	1066	3115
Cdh7	4998	0
Tspan14	2625	4703
Rasgef1a	3582	107
Kdsr	5721	3558
Prpf3	3420	2629
Hmgxb4	4203	2011
Cnbd2	2683	213
Spata1	1961	223
Cdh10	3548	208
H2az1	1069	19509
Clps	550	4
Fgg	2112	82187
Ago1	7365	3245
Myl6	851	20080
Mtch2	2647	7678
Bub3	2112	5031
Ahrr	4754	72
Kif12	2260	526
Lamp1	2232	45796
Cish	3014	1345
Pld3	2372	4734
Cd55b	1368	7
Dsc2	4665	2362
Prdx2	1553	20104
Col5a3	6112	3109
Large1	4747	3759
Tyr	6042	0
Clcn7	4203	4881
Col11a2	6604	195
Ttpa	3275	4144
Prkn	3824	147
Col24a1	7143	142
H3f4	563	6
Prss36	3028	186
Myo16	7226	46
Ryr3	15441	29
Nmur1	1387	1
Mmp7	1115	176
Mmp12	3706	2633
Mmp21	1858	26
Mmp23	1434	865
Mmp28	3528	845
Klk1	958	3
D830030K20Rik	1798	12
Cers2	2234	20812
Rcor2	2854	937
Setdb2	2991	31
Gm45935	3895	0
Frmpd3	7314	4
Lipo2	2805	104
Lipo1	1697	0
Gm8978	1780	0
Lipo4	1292	0
Klk8	1326	46
6720489N17Rik	2756	155
Gm13212	3512	69
Lipc	2098	386
Smc6	5994	5878
Bag5	2505	2804
Il10ra	3498	1279
Gpatch2l	4356	2544
Adam3	2736	11
Tmed1	1746	1009
Tmem251	1255	1296
Gm5767	524	3
Sntg2	2413	92
Mlh1	2598	1277
Sycp2l	2520	0
Gm7827	1366	4
Nck1	2598	1247
Rab3d	3948	3997
Rpl29	1169	9035
Slc6a16	3195	6
Spa17	987	64
Stac	2644	1102
Tecta	7708	32
Gm6712	2007	300
Gm4513	1517	0
Gm4565	1517	0
Zfp990	2059	47
Tipin	1863	991
Morf4l1b	1710	338
Naaladl2	9713	236
Adamts8	4613	76
Rbm7	1919	3918
Aasdhppt	2870	1423
Thyn1	963	634
Suclg2	3809	5901
Zfp354a	4350	152
Top3b	3198	3313
Rhno1	2098	1870
Ccdc134	2053	872
Tpst2	2532	8210
Usp5	3213	10058
Wdyhv1	1589	420
Traf1	3833	714
Uqcrq	1525	5273
Uty	5249	674
Igsf9b	16760	66
Ankfn1	5025	0
Creb5	7936	752
Magohb	966	1033
Hspa12a	6045	296
Ptch1	7675	3801
Tgfb2	5200	803
Adamts10	4365	1917
Neurod4	3634	0
Gpx1	1047	22031
Cfi	2077	10217
Mroh3	3051	166
Clgn	4050	0
Gal	788	6
Ghrh	588	0
Ap4s1	1810	882
Ripk2	2876	654
Inha	2336	395
Gpx3	1618	7335
Pea15a	2539	8822
Habp2	3080	1276
Hp	1345	77515
Rhod	3346	1739
Muc6	9117	376
Insr	9391	10092
Cradd	1937	518
Itga7	4152	2135
Fuca2	5714	2297
Fmo1	3435	1647
Slc22a4	2285	1028
Kcnj8	2548	974
Fastkd3	2804	954
Poll	2677	1153
Tra2b	3676	5518
Gas2	3048	724
C1d	3348	2551
Gpr85	3667	269
Pvalb	1043	22
Gdf15	1852	382
Rps6ka5	5836	829
Smim8	958	503
B9d1	817	430
Zfand1	1887	1270
Serpind1	2190	2532
Has3	6028	515
Hccs	2550	1806
Hdgf	2631	33729
Tfb2m	2459	1030
Abhd6	2386	977
Adora2a	2830	576
Alcam	5043	10841
Aldh3a2	5088	5846
Alox12	3032	99
Ggps1	5540	1637
Anxa4	2169	39306
Hsf1	2590	2621
Hyal1	3743	1573
Eapp	4199	2234
Rnf181	1833	8992
C130073F10Rik	913	0
Trappc6a	827	1210
A930033H14Rik	2969	780
Zfp946	3067	714
Med25	3946	4952
Ube3b	5181	12782
Lztr1	3670	7066
Ltbp1	7711	16072
Cenpc1	3563	1981
Ucn	644	8
Mag	2705	71
Ntan1	1181	2510
Rgl1	5326	2134
Pds5b	7314	4841
Parp11	4087	804
BC028528	836	93
Plekha1	4043	3267
Inpp5f	5117	2905
Radx	3742	22
Gstt3	1894	1865
Mbtd1	5712	2630
Phf24	9687	32
Slc25a41	1332	0
Dnal1	5886	819
Akr1c18	1199	64
Cyp4f15	2164	1220
Cyp2j13	4381	0
Fam111a	3287	2159
Cyb5rl	6553	464
Nrd1	4514	10423
Nupl2	2911	838
Fbxo21	3915	4945
Scamp1	3977	4087
Chd4	6697	29949
Frmd4b	5350	5360
Grm7	4359	0
Zfp637	1647	1315
Clstn3	4070	10
Ube2q2	3260	2630
Rlf	6242	4187
Prr5	4620	1011
Stk38l	4617	3021
Msrb1	1307	4037
Actn1	3928	40342
Zfp33b	2757	233
Dgkg	5505	25
Rps6ka3	7451	6866
Tle6	2219	236
Mta1	2883	8018
Ube4a	8017	5830
Col26a1	2817	28
Acot3	3436	109
H1f8	1135	2
Hps1	4189	3979
Zfp871	11116	6675
Gm3055	4104	0
Ap1ar	2679	6658
Paox	1765	2202
Fbxl21	2297	228
Gnptg	1300	1525
Trim50	1456	4
Ginm1	1560	2829
Ccdc28a	2641	428
Fam222b	4079	1297
Plekhh3	3076	2713
Pyy	561	80
Gpr142	1141	18
Hid1	3276	2065
Cyp11a1	3137	42
Scaf4	4451	3377
Gm32856	7121	325
Nrxn1	10319	88
Grik1	4068	0
Axdnd1	3736	58
Snx31	2699	4
Lrp12	4314	1194
Oc90	1802	0
Gpihbp1	825	1228
Lnp1	793	0
Crisp4	1369	0
Ly6l	842	0
Flacc1	1579	52
Gsg1l2	1158	0
Cfap54	10112	25
Cfap206	2301	0
Ankar	4588	2
H2az2	1636	2635
Spata48	2406	4
Xpnpep3	6058	1817
Tnpo3	4390	7280
Abca7	6720	7160
Poldip3	3301	8022
Fbln1	3859	2427
Exoc4	5930	3237
Ankmy1	3246	32
Atp5d	981	10964
Trmo	1741	269
Zcrb1	877	2284
Nipsnap3b	1552	1926
Cald1	4398	19197
Slc4a8	11878	322
Camsap2	7805	7278
Rgs8	6112	24
Gamt	1036	819
Mrps14	2229	2114
Zc3hav1	6604	4114
Plk5	2112	24
Vamp4	5303	1784
Fam155a	3326	0
Mup7	992	12
Mup8	886	0
Mup13	882	0
Fmo9	3065	10
Lmnb2	3780	1990
Map2k2	2537	7629
Krba1	8762	599
Mup22	991	0
Kitl	5456	6022
Glipr1l2	1904	0
Acot11	5776	348
Czib	1623	1297
Cers6	7063	3017
Srl	5007	3215
Zfyve9	6626	2581
Atp6v0e2	1834	461
Rarres2	845	2770
Hmga2	3817	10487
Mbd6	4293	5270
Dvl3	4857	4943
Skint4	4261	0
Nrros	3716	1065
Tctex1d2	838	333
Slamf7	3977	73
Slamf6	2903	70
Bicc1	5503	11531
Ipmk	5450	3291
Gucd1	3082	3718
S100pbp	4718	1674
Col6a2	6014	16424
Tra2a	2134	4544
Bpnt1	2235	3000
Pcbp3	2459	871
Nipal3	5630	1517
Kdm1a	3087	6093
Rpl22l1	556	5462
Usp48	5769	5906
Pcmt1	4936	4215
Pla2g2d	2258	102
Kcmf1	3564	8797
Gsk3b	8342	7853
Spen	12299	7733
Lsamp	9498	2
Oog4	1981	0
Naa50	4645	8615
Bbx	8933	4475
0610010F05Rik	4930	2794
Arl6	1951	552
Zfp654	6332	1693
Cdk11b	2988	7810
Tnfsf13b	1864	141
Rundc3b	3822	829
Tet3	11741	4725
Gabrb2	8232	12
Fbxo25	2125	1683
Nek5	2418	10
Slc30a3	2261	34
Dnajc5g	1563	0
Nrbp1	2208	9739
Podxl2	3346	140
Slc4a1ap	3010	2550
Uroc1	3464	2797
Zfp758	2974	319
Pisd	2969	3617
Capn15	5300	1801
Mtch1	2153	15136
Nr2c2	8086	2575
Rasal3	3752	270
Vwa7	4313	235
Jakmip1	4626	28
Atp6v1g2	1815	177
Cckar	2929	10
Klhl5	4699	3795
Rfc1	4723	6140
Aig1	2091	2165
Pde7b	5527	558
Adgrl3	13251	2974
Eya4	5446	86
Ythdc1	4268	8146
Mrps18b	1129	1841
H2-T22	3079	18
Tmed5	3960	5278
Med6	1128	1412
H2-M2	1432	73
Golga3	8095	7002
Ulk1	5214	6219
Abcc10	5794	1766
2900026A02Rik	11412	11592
Mmab	2987	1505
Trem1	3025	1045
St6gal2	6234	2
Dtd2	3120	1374
Rab15	3495	309
Crb3	1230	1258
Erh	1121	3844
Arhgap28	5370	166
Acot5	1520	0
Mrpl21	1222	2338
Ylpm1	11052	3693
Peli3	4110	183
Slc22a29	2269	10
Wdr20	3845	1810
Rab3il1	4140	1010
Ninj2	906	10
Slc6a12	3027	704
Mfap5	1502	2890
Ms4a13	1389	0
Smarca2	6262	3302
Papola	4513	10400
Htr7	3738	97
Crip2	1603	19070
Dcbld1	3026	1487
Med13l	9322	8068
Trim7	2933	492
Ndufb8	2332	6513
Oas2	3957	281
Svil	7424	9370
Oas1e	1715	0
Anapc16	1902	3416
Vps29	2842	4576
Psd	4309	576
Rad51ap1	1870	606
Morn3	1323	43
Egr2	3429	786
Akap7	5044	1136
Lama3	10631	3308
Rasgef1c	2740	12
Nt5dc1	2742	803
L3mbtl3	4951	1397
Clec1a	3268	385
