Geneid	Length	genome_mapping/137-LC_R1.rn6.sorted.bam
Lrrc14b	2575	89
Rnf225	2286	4
Faap24	1821	91
RGD1561870	405	0
RGD1559903	798	0
Slc35f1	4798	788
Eif2a	2012	945
Nudt17	1118	9
RGD1564854	1146	0
Pramel6	1849	0
Cst13	734	0
Dok5	1443	138
RGD1563349	5734	686
Cpa4	2781	1
Olr437	930	0
Zfp777	2969	396
Foxi3	1203	0
H1foo	1149	1
Foxj2	4979	940
Clec12b	1487	30
Clec9a	3254	59
Igbp1b	1351	1
Sdr16c6	1630	0
Zfp352	1845	1
Sesn2	2705	542
Tmem229b	3767	880
Cyp4f40	1578	0
Iqcf1	602	1
Iqcf6	474	0
Rab17	1555	0
Sowahc	4467	384
Mpc1l	872	9
Cldn34a	636	0
Mageb7	1038	0
Pramel	1398	0
Atp13a3	790	58
Dgat2l6	1386	0
Awat1	1331	0
Alkal2	1457	32
Hmg1l1	1261	10
LRRTM1	2923	46
Eras	1066	0
Lpgat1	3761	1141
Clec5a	1394	161
Mei4	2830	3
Dnd1	1517	8
Capns2	943	9
Gpkow	4034	851
Vasn	2739	471
Angptl1	1306	38
Alkbh7	991	197
Slc9b2	1981	17
Gpr183	1536	430
Mad1l1	2612	453
LOC680039	6715	1719
LOC680045	688	1
Pcdhb9	3171	77
Mab21l2	3085	55
LOC680112	729	0
Timp4	1701	134
Cldn20	660	1
Pcdhb20	3375	44
Dnajb3	1014	41
Mthfd2	2061	461
Snrpd2	538	1005
Hist1h2bk	381	15
Tceal7	979	4
Cldn34d	1008	0
C1ql3	768	94
Rsu1	1536	1355
Pex10	1699	124
Dqx1	2606	92
Arrdc5	1014	0
Krtap31-1	933	0
Trappc6a	745	287
Plpp5	1482	518
Haus3	2028	323
Lrrc19	1080	0
Dazl	2836	0
Cldn34e	639	0
Cd3eap	2040	250
Hist1h1b	669	4
Sapcd2	1551	395
Apoc4	470	31
Rbm41	2732	92
Ebi3	1186	78
Bcl3	1788	364
Hist1h2ak	393	1
Krtap16-5	585	0
Zfp703	3208	518
Tmem88b	1931	716
Ankrd65	1269	0
Mrpl20	759	782
Timm8a2	856	1
Lrtm2	3679	64
LOC680885	818	0
Bmp8a	1919	6
Sdf2l1	1064	1253
Qsox2	4634	708
Nxpe3	3137	241
Mogat2	1748	20
Dbr1	1928	300
Map7d1	3284	4116
LOC681325	2717	106
Acot4	2558	5
Lrmda	921	139
Erh	1120	1461
Ndufb10	683	1008
Rnf13	2214	1314
Gstz1	1670	402
Uqcc1	1365	457
Gal3st1	1858	418
LOC683897	1127	184
Glyctk	1977	105
Hs3st6	1231	13
Ppp1r35	940	32
Mplkip	1529	219
Erich4	937	11
Pgm2l1	4112	388
Nkx6-3	1881	1
Sec24c	4457	2589
Eppin	731	23
Fam163b	1313	70
LOC685171	1219	0
Stx19	1179	26
Wfdc10	468	0
Tal2	1170	5
Hmgb4	683	2
Ddo	1086	22
Fmo9	3003	0
Emid1	1601	124
Polr3g	3571	236
Lrrtm2	4715	247
Zfp385a	2590	2180
S100a7a	581	1
Clgn	2274	25
Gtf3c4	4048	401
LOC685544	693	0
Mcrip2	820	115
Pfdn2	868	604
Dnal1	609	57
Nme4	873	191
Znrd1as	1167	0
Tmem229a	4961	590
Rprml	1005	19
Ubxn2a	4367	294
Lrr1	1496	23
Myl6	677	0
Syndig1l	1763	37
Myl6b	622	74
Pfn3	528	1
Ccl26	511	0
LOC685964	704	0
LOC686031	543	0
Gapt	1896	33
B3galt2	4463	53
Lce1l	687	0
Myl4	795	11
LOC688390	1951	7
Mab21l1	2390	101
Cdk2ap2	907	655
Mettl27	762	115
Lce1m	829	0
Arhgap10	2618	620
LOC688459	1305	39
Commd2	2382	435
Atg10	1590	158
Elmod2	4770	52
Slirp	2817	375
Lrfn4	2368	516
Gpr84	1493	328
Gpr171	1718	30
Hdhd3	1204	173
LOC688765	1899	254
Grpel2	2028	295
Pmp2	1347	906
Slc25a28	1529	583
LOC688828	816	0
Zbtb32	1756	2
Mrps16	607	389
LOC688924	575	0
Kcnk16	2314	1
LOC689065	1212	6
LOC689081	656	8
Upk2	822	3
Chml	1866	78
Ncbp2	1587	222
Snx29	2652	324
Ccdc87	2697	1
Tmem25	2539	130
Kin	1396	194
Spdef	1729	10
Mis18bp1	4059	273
Mapk11	1379	127
Chmp1b	2531	1029
Tktl1	2438	1
Rab20	1478	219
Ptx3	1924	68
Sssca1	1054	355
LOC689412	663	0
Spink13	653	1
Nkain3	1935	2
Dnajb2	1824	1184
LOC689618	609	0
Pdcd2l	1253	152
Atg2a	6340	990
Vsx1	2814	2
Rflna	1609	23
Ccdc167	911	183
LOC689766	742	2
Magea4	945	0
Msgn1	641	0
Srsf1	5086	4633
Crygs	696	3
Gpr21	2335	0
LOC689927	942	0
Mgarp	1206	31
Crygf	684	0
Setd7	1977	577
LOC689959	1347	114
Tmem52b	1247	11
Nrsn2	1402	255
Gpr137	1654	983
LOC689986	2963	344
Ppp1r3d	3072	241
Hils1	797	23
Tex38	805	2
LOC690206	1047	0
Slc16a5	2779	1
Wdr74	1186	342
Prelid3a	1305	169
Polr3gl	1165	226
Tmem179b	740	389
LOC690276	971	126
Tmem169	2942	45
Cox11	1967	90
Tsen54	1979	181
Derl3	1357	7
Lpal2	668	0
Lrrn4cl	2372	132
Sertm1	3068	19
RGD1597339	626	259
LOC690352	976	2
Vangl1	2597	284
Trim47	2198	761
LOC690386	534	0
Pla2g2f	1430	2
Bpifa3	1092	0
Rab36	1248	142
LOC690415	1152	0
Jsrp1	1159	9
Rnf186	1225	2
LOC690460	799	0
Accsl	2167	6
LOC690478	918	0
Tas2r125	936	0
Cys1	2964	123
Smurf1	5101	1926
Pou2af1	2527	1
Adam30	3441	1
Tcl1a	1324	0
Alyref	1335	1133
Mansc1	1260	80
Tmem86b	1123	41
LOC690617	642	379
Fbxo3	3624	983
Hint1	583	1256
Ints13	2760	665
Lingo3	1913	185
H2afj	485	0
Adat1	3057	97
Rps4y2	934	194
Tmem215	3004	10
Polr2e	1082	1501
Gys1	3691	700
Fam219a	1960	974
Pramef27	2674	0
Tm4sf20	1538	0
Mrpl10	1699	900
Tpgs1	1555	394
Tex19.2	2136	1
Spaca4	674	0
LOC691141	1301	782
Capza1	3240	3934
Epop	1521	47
LOC691162	993	0
Slc12a6	6107	1277
LOC691215	1287	1
Lypd8	1087	17
LOC691277	975	3
LOC691286	546	0
RGD1565323	711	3
Tmem202	1282	104
Lrrc39	2875	15
LOC691352	1250	0
Chst14	2058	216
Slc25a54	1669	0
Hist3h2bb	748	0
Hist3h3	411	0
Snapc5	1195	292
Ttc19	2194	250
Katnbl1	2819	175
LOC691670	748	2
Spata5l1	2480	133
Tmem107	1038	143
Mrpl57	665	290
Kctd4	3205	156
Fam241a	715	73
Terb2	2124	0
Spem1	1033	7
Gp1ba	2675	0
Car14	1014	418
Armc9	4921	524
RGD1307554	2677	559
Ptcd1	2981	316
Abcf2	2573	936
Tiprl	1700	499
Tollip	3795	1940
Scmh1	2976	538
Slc52a2	2963	417
Gdf3	1270	14
Ccnk	2520	885
Ccdc94	2070	563
Krtcap3	963	14
Gstt4	924	0
Asb17	930	0
Zfp867	2775	79
Nadk	3443	2162
Crygb	626	0
Add2	3995	127
Bsg	1664	8833
Abcf1	3092	1896
Hoxc4	2068	170
Fam129b	3678	4215
Ptprc	5066	2933
Fgfr2	4774	2632
Qsox1	3272	1171
Oaz2	1810	1857
Akr1cl	1302	102
Emilin3	2440	3
Fgfr4	3142	17
Stau1	3073	1477
Eno1	1892	13550
Hnrnpm	2469	3167
Tsc22d1	4858	7592
Ctxn1	1209	492
Gls	7030	2009
Tab1	2971	660
Rab1b	1853	415
Ddit3	861	237
Apoc1	467	922
RGD1564664	1393	406
Mln	206	0
Ret	6203	1283
Prom1	3701	262
Flad1	2859	673
Atp2a2	5691	8584
Eif5b	4118	999
Cldn22	1010	8
Cldn24	663	0
Snx27	6188	2927
RGD1565611	859	0
Uchl3	914	382
Slc14a2	4895	1
Lypd4	1168	0
Tprg1l	1816	2862
Maz	1429	1068
Vegfa	3940	1537
Ube2v1	1750	266
Wasl	4354	1150
Pabpc5	1149	6
LOC691895	835	0
Wdr86	1653	31
Ldb3	5701	175
Fbxo27	1476	147
Phf14	4177	757
Pid1	779	431
Cog2	2721	721
Tmem163	1804	139
Syn1	3170	1003
Sf1	3376	3578
Pclo	15985	329
Capn12	2932	31
Mylk3	2732	36
Serinc4	2423	22
Tcaim	1789	250
Cacna2d1	3941	219
Crem	4735	426
Adarb1	6442	849
Mbnl2	4578	2795
Acly	4327	3931
Lyn	3428	3345
Grik1	3316	75
Begain	2901	366
Hist3h2ba	630	83
LOC689064	613	24
Hnrnpa3	5256	8226
LOC497796	1240	17
Vom2r80	2430	3
Hist2h2ab	393	1
Afmid	2511	272
Grk6	2931	1451
Grik3	3634	73
Limd1	3794	1091
Gria3	5155	688
Tesb	1556	0
Gria4	5464	382
Nr2e1	1158	1
LOC100134871	623	735
Pde4d	3279	184
Slc9a2	4406	126
St6gal1	4112	1244
Npy1r	2618	141
Cnksr2	4866	83
Boll	1047	0
Synj2	5084	1626
Ptprr	3691	101
Lnpep	11592	210
Syngap1	6249	711
Nr1d1	2549	654
Sept9	3741	2433
Arhgef7	4578	1302
Wtap	3165	1560
Gtf3a	1332	456
Sept7	2459	2489
Setd4	1700	340
Rnf26	2199	813
Hif1an	1340	184
Tesl	1444	0
Cdk2ap1	1228	2091
Tmem189	1513	2590
Grhpr	1267	190
Tp53i3	1495	407
Rell1	1496	206
Armc12	1215	0
Pabpn1l	1131	0
Tmem222	1427	540
Pimreg	1437	741
Gimd1	1665	1
Golt1b	1034	382
Meaf6	1152	414
Emc2	1124	1035
Rbmx2	1044	203
RGD1559804	1490	0
RGD1562024	1584	0
Lrrc27	2143	28
Il36g	1370	0
RGD1562618	1507	412
RGD1565410	955	0
Harbi1	1437	154
Plek2	1553	2
Mettl5	1029	288
Grm1	6896	70
Rpl7a	851	480
Cttnbp2	5935	692
Cntln	3331	198
Ptp4a3	1327	359
Sgf29	1400	223
Szrd1	3255	2365
Pcdhb4	2540	26
Pcdhb5	2583	40
Pcdhb10	2548	29
Pcdhb21	2918	10
Akap10	3461	755
Dcdc5	2859	0
Jmjd7	1335	124
Selenoh	719	856
Selenom	701	950
Qk	1637	1293
Commd1	904	699
Ddx49	1538	857
Lman2	1231	2065
Mbd2	1632	1634
Spatc1	1582	4
Tsr2	3821	126
Adat2	1182	112
Lekr1	2542	31
Gltpd2	1352	18
Cer1	1704	2
Tspan15	1586	425
Meiob	1658	22
Ahsa1	1391	1499
Eif3i	823	1372
Taf12	1290	376
Med18	1536	307
Sin3b	1103	1444
Ap3s2	1213	672
LOC683469	1602	0
Mtif3	1559	197
Cdca5	1481	99
LOC684871	1294	0
LOC685157	1234	8
Ric3	3952	239
Denr	785	589
Elp4	1502	173
Stambpl1	1872	316
Fam178b	1696	25
Zcchc2	6917	660
Kcnc4	2845	239
Letmd1	2431	700
Mapk1ip1	1423	468
Efhc1	2157	150
Lrrc55	1794	139
Trmt12	1627	113
Abhd10	1225	47
Hist2h4	396	1
Tac1	1036	616
Tma7	528	536
Acbd7	533	1
Ufm1	2135	729
Leap2	230	0
Anapc11	3289	865
Cks2	616	425
Mt4	384	0
Lsm6	2119	174
Morn2	660	38
Zfp706	2674	1089
Gtf2h5	1655	686
Cdc42se2	2918	1062
Sem1	753	1003
Snrpf	849	595
Sf3b5	713	839
Pcp4l1	1528	415
Mrps21	656	603
Srp9	1328	628
Lyrm2	1552	365
Uqcr11	510	1395
Elof1	1112	876
Triap1	1087	35
Nop10	858	634
Adh5	1387	1027
Utp23	992	119
Fam49b	1894	2060
Tigd5	2520	40
Slc25a17	1750	1069
Ndc80	1132	357
RGD1561552	2219	0
Zfp692	1563	552
Alkbh2	1211	80
Tmem129	2348	564
Ccm2	1782	813
Zfp579	2145	257
Ccdc114	2590	34
Glyatl1	1846	7
Ufl1	2739	683
Tmem179	2390	223
Zfp955a	2952	267
Mfsd5	1735	844
Ankrd49	2140	408
Mon1a	1959	291
Slc22a13	2000	1
RGD1565685	1343	332
Ppp1r18	2632	2146
Pld4	1989	2677
Dennd1c	2027	483
RGD1564319	1399	0
Flrt3	2823	213
RGD1563441	573	28
Fam170a	731	0
Ddias	3338	116
Tmem250	2453	952
Tra2a	1857	969
RGD1563714	1830	6
Atg4a	1896	366
Esco1	3883	434
Islr	2049	4264
Tmc8	2654	105
Zbtb42	1702	103
Usp43	3120	14
Ndufaf5	1089	286
Agbl5	3283	167
Hdac8	1972	166
Zc4h2	2141	240
Prr22	1737	37
Tbpl1	1259	569
Akap17a	2499	715
Zc3hc1	1821	468
Ndufb9	638	1499
Polr3h	1211	628
Pwwp2a	2874	385
Wipi1	1885	1066
Wdr91	2583	890
Fam84a	3719	162
Brcc3	2541	600
Cul4a	2845	1215
Med9	1873	342
Itpripl2	1896	301
Ncf4	1496	746
Ephb2	2970	159
Brsk1	2442	584
Tp63	5127	1
Adnp2	4195	332
Zbtb7c	4038	217
LOC680663	3847	30
Api5	3600	2481
Washc1	1627	651
Dlc1	4319	473
Fam173a	861	597
Actg1	1908	11786
Alkbh6	932	137
Fam103a1	797	239
Fam241b	1023	149
Tsta3	1340	612
Slc48a1	1550	3839
Pde11a	4705	86
Dis3	3091	344
Wbp1l	4230	2891
Lrif1	3176	220
Ccdc173	1761	12
Snx33	3949	1156
Rfx7	7998	1104
Sphkap	5423	292
Stk24	1348	433
Rgs20	1671	231
Agk	2228	436
Tceal9	1016	1248
Nkapd1	2306	853
Gas2	2056	76
RGD1308134	815	470
Armc7	2370	139
Mis18a	1077	160
Nceh1	2076	616
Tmem50a	1019	2158
Atraid	949	680
Yeats4	1186	477
Tmprss13	3127	106
Glb1l	2307	439
LOC302022	1361	11
Ap1s2	1811	968
Txndc11	3074	1055
Mgat4b	2395	1127
Nle1	1727	189
Ildr1	2476	0
Wdpcp	2621	173
Spire2	2268	104
Sbk2	2337	0
Lmntd2	2080	6
Cracr2b	1583	90
Peli3	1893	83
Fermt3	2456	2269
Slc25a24	3433	1248
Rnf139	2723	654
Kdelr3	1258	615
Fbln1	2787	3480
Traf7	2615	1267
Llgl2	3530	70
Snx4	2396	1325
Lrch4	3059	1838
Lsm14a	2703	1628
Uqcrb	1041	1291
Nudt16	1251	245
Irak1	2749	2275
RGD1563815	1992	0
Rsph14	1728	2
Zfp2	2068	94
Wdr92	2056	209
Sytl3	2209	92
Cers3	2797	1
RGD1565059	1411	86
Cfap77	1707	13
Esrp1	2649	0
Epb41l4b	2188	142
Plekhd1	3280	171
RGD1561648	1939	9
Bclaf3	2681	97
Ppp1r42	1391	11
Trip6	1728	608
Lrrc45	2424	767
Gpn1	1671	505
Ube2r2	1322	1692
Slc25a33	1385	208
Calml4	896	38
Fam91a1	4421	2195
Proser3	3529	355
Oxct1	3307	2364
Sh3bp5l	2944	543
Slc25a42	2805	364
Arhgef16	2731	8
Zfp786	2764	50
Rnf168	3308	372
Cep89	2720	413
Aida	2678	1597
Slc25a53	694	7
Klf16	2594	338
LOC100158225	1970	187
Ttc30b	2570	197
Samd15	1889	24
Txlna	2557	796
Zfp9	3959	184
Nudt13	2401	88
Snx9	2052	1027
Usp21	2238	634
Gba	2145	2420
PCOLCE2	1505	640
Slc35a2	2008	707
Anks4b	1810	18
Ckmt2	1198	1
Nkx2-6	1443	0
Tm6sf2	1387	8
Coa4	1364	215
Spin2a	1341	2
Slc35g3	1321	7
Mars	2783	1532
Erich1	1108	180
Fam45a	2342	918
Sh3bgr	1146	23
Hsf2bp	2816	14
Ndufa4	785	2040
Il1rl1	3548	177
Bco2	2513	333
Rpl36a	669	1524
Fam32a	2003	1408
Ctdsp1	2298	1891
Trim8	3430	1842
Ly6al	798	1
Lcn10	1137	0
Lcn12	747	45
Obp2a	701	0
Rwdd3	1044	61
Tmem88	1567	214
Lcn8	650	1
B3gat3	1574	1448
Myadml2	1631	20
Bnipl	1653	1
Fam185a	1533	165
Rcc1	1555	387
Sri	802	1380
Nup43	1218	280
Kcmf1	1484	1076
Vps37d	1536	59
Kctd7	1478	83
Bag2	1529	51
Phykpl	1589	95
Cts8	1002	0
Sepsecs	3534	477
Abcg3	2054	60
Magebl1	1588	0
Lyc2	1565	27
Wfikkn1	1659	72
Rad51c	1927	202
Hoxa11	2253	0
Psmg4	539	268
Lbh	2626	1612
Mphosph6	1036	339
Pcgf5	1557	308
Cdc42bpg	5967	295
Dhx32	3194	384
Trmt44	3136	180
Dok7	2428	17
Tcerg1l	1841	44
Atxn2l	4277	3607
Kdm1a	3051	1175
Lrp1	14714	22089
Vps28	977	1702
Foxh1	1721	1
Recql4	3860	298
Ift27	1021	216
Pnpla5	2193	0
Smc1b	4026	8
Ttc38	1704	106
Gtse1	2645	613
Zfpm2	4829	97
Fam83f	3062	65
Adsl	1952	796
Cenpm	873	195
Ndufa6	517	947
Poldip3	3485	1695
Upk3a	1026	0
Scx	1134	12
Ccdc166	1804	0
Dnajb7	1315	1
Fam109b	2676	38
Fzd6	4202	375
Zbtb39	5806	362
Slc30a8	1278	0
Med30	789	258
Ext1	3466	652
Colec10	4552	0
Sntb1	2502	93
Rrm2b	1203	137
Slurp1	597	1
Lypd2	545	2
Lynx1	4100	497
Gpihbp1	2080	0
Col14a1	6334	195
Pop1	3369	151
RGD1308195	548	0
Ly6d	726	1
Gsdmd	1710	502
Card10	3124	161
Mei1	4018	11
Tmprss6	2999	15
R3hdm2	3746	1864
Stac3	1546	3
Nipal2	2200	219
Rnf19a	4187	875
Nudcd1	2133	245
Samd12	815	39
Mtss1	4688	2396
Efr3a	5309	1685
Fam83h	4523	118
Ppp1r16a	2628	476
Dmc1	2589	7
Rrp7a	4545	223
Mpped1	3189	137
Scrt1	1725	96
Cpsf1	4374	1498
Tonsl	4246	249
Maff	1941	563
Tcf20	6502	850
Rspo2	3223	23
Fam83a	1473	0
Cyth4	2654	2467
Rps19bp1	515	123
Serhl2	2493	68
Eny2	2048	749
Fam227a	3197	94
Xpnpep3	2473	209
Parvg	2535	1977
Phf21b	2020	67
Zc3h7b	5466	3753
Cdpf1	911	125
Mtbp	3294	221
Whamm	2849	243
Tmem181	1856	774
Slbp	1656	871
Ptges3	1659	2567
Dnlz	768	318
Ap4s1	876	202
Smim11	499	235
Fcer1g	633	5470
Hspb11	710	159
LOC100174910	1086	182
Spcs1	705	1542
Mier1	4565	1457
Arvcf	3777	586
Cstf2	4324	1009
Utf1	1020	9
Ambra1	5289	911
Wdr81	6830	1633
Med1	5813	936
Serpini2	1351	0
Tmem132e	4196	156
Gltp	1650	3926
Tmtc4	2586	805
Ints10	2392	850
Rbbp8	3111	825
RGD1308706	1454	422
Aig1	1361	709
Fkbp2	635	1267
C1qtnf3	1924	13
Spopl	1510	210
Csad	2111	446
Camkmt	1455	195
Llph	1077	113
Atp23	1081	212
Dennd6a	3895	1223
Lrrc49	2543	735
RGD1309079	4023	715
Plcxd2	7364	305
Gsdmc	1529	5
Tmem63a	3269	2039
RGD1559578	937	0
Rbfox3	1128	139
Rptor	6699	920
LOC288978	1099	26
Mettl13	3135	408
RGD1311892	2977	118
Camsap2	7660	1784
Klhl23	3697	301
Eno4	2462	23
Nccrp1	876	7
RGD1309350	839	3
RGD1307603	730	1
Borcs7	2144	1013
RGD1561161	5319	93
RGD1307595	590	0
RGD1309110	1185	0
Tbck	6072	529
Sestd1	2747	809
RGD1566226	1904	0
Uap1l1	2707	1209
Mymk	1418	0
Ttc39a	2647	60
Rad54l2	6432	518
RGD1308878	1411	0
Plekhn1	2801	128
Ptrhd1	916	134
Ift43	834	183
RGD1305298	989	0
Grhl2	4794	3
Tex49	526	3
Kctd17	1634	402
Mmp1	1996	0
Zfp949	3074	119
Qrich1	3452	1190
LOC301124	1450	1497
Btbd17	2749	10
Vwa5b2	4509	242
Tmem132b	3838	296
Acad10	2589	211
Sez6l	3642	587
Tbc1d9	5729	1097
Copa	4374	4658
Gpr137c	2269	71
Pcyox1l	1926	550
Lats1	7087	1071
Zfp865	2364	170
Ssc5d	4495	1834
RGD1307235	5458	934
RGD1304770	2263	1
RGD1305938	4512	483
Zzz3	6056	879
Fam217b	1424	114
Ism1	868	49
Ubn2	5101	305
Gcfc2	2583	173
C1r	2696	2095
Snrnp40	1550	600
Qpct	942	81
Uvssa	2632	68
Gpatch2l	3001	280
Rd3l	1247	0
Zfp563	6581	81
Rasal3	3968	640
Zfp710	2290	585
Trak1	4787	1642
LOC316124	2611	4
Pp2d1	2461	134
Hdx	3774	40
RGD1561157	836	74
Nupr2	566	65
RGD1308117	1942	103
Card19	840	754
Ntpcr	1030	335
LOC361646	6336	431
RGD1308106	2268	258
Cabcoco1	1283	53
Slc39a1	2412	4415
RGD1309139	2397	2
RGD1309170	1580	4
Lypd6b	2326	13
C2cd5	4362	743
Prpf40b	3133	573
Smco4	900	79
Zfp846	2627	325
Snorc	937	21
Mospd2	2646	776
RGD1566265	1227	184
Fam160a1	2848	35
Ciart	1417	177
Slc44a5	2014	32
Slc26a10	2330	33
Oard1	1215	206
Fam135a	5902	628
Hypm	555	0
Flna	8412	14711
Zfp879	2355	49
Cfap97d1	689	2
Mcemp1	1151	446
Tex26	1463	12
Cytl1	1847	38
RGD1561145	1356	124
Spata31d1	3862	9
RGD1562608	2586	126
Tmem170a	1947	100
Zfp583	2550	58
Igflr1	1219	14
Knop1	1143	3
Slf2	6794	853
Plekhs1	2530	8
Fabp12	747	0
Slc7a14	2808	82
RGD1560065	1472	227
Ccdc187	3123	4
Ap5s1	1130	129
Tti1	3804	696
Fndc11	1122	1
Creb5	4148	112
Ccser1	2270	32
RGD1560289	3034	108
Lrrc69	1128	0
RGD1560146	1530	1
Ccdc24	1580	4
Tmem269	1698	4
S100pbp	2954	463
RGD1561149	5170	1323
Ccdc196	690	0
Bbof1	1669	49
Ppp4r4	3519	78
Fam186b	3140	1
Zfp317	4012	693
Nxpe1	1575	141
RGD1564937	1548	1
Plin5	1937	8
Tmem114	1449	7
Smim20	902	471
Dnajc19	2357	610
Nemp2	3296	173
Kcnq5	3806	156
Cntrob	2954	273
Slc7a2	2637	563
Slc35e3	2816	1361
Ccdc40	5107	30
Ccdc28b	800	110
Ost4	580	1688
Ccdc189	1489	28
Fam229b	673	40
Ctxn3	1477	30
Aldh4a1	3138	535
Ankrd40	3384	1933
Fam19a4	2117	2
Meis1	2480	196
Iffo2	1235	126
Ormdl1	1157	50
Cox7c	478	1517
Hmgn5b	2042	0
Odf2l	2371	209
Cnpy3	1761	1816
Sinhcaf	5139	91
Shq1	2239	89
Tfcp2	3421	294
Slc44a2	3428	3138
Clec12a	1000	808
Ptcd3	2634	1825
Zfp566	1700	5
Lrch1	3148	446
Spag16	1535	1
Lyrm7	1808	160
Lgalsl	3511	600
Ttc9	2109	590
LOC682102	2290	6
Taf10	752	815
Wdr63	3046	7
Trim41	3535	1056
Tdrd5	3274	6
Agpat5	2432	767
Lrrtm4	2695	66
Zmat4	4097	56
Fam151b	1353	225
Stt3a	5879	3364
Pnkd	3417	1175
Selenoi	2610	582
Zfp523	2490	402
Gnpnat1	1727	343
Hnrnpl	2185	6493
Ccdc125	2333	186
Tbc1d5	4043	838
Hip1r	4341	1048
Oc90	1912	9
Ccdc62	2895	170
Parvb	1997	2349
Ankib1	6332	1296
Vpreb2	624	0
Polr2h	790	57
Dda1	1880	865
RGD1564614	2715	1
Mast3	5371	1395
Dydc2	849	0
Dcun1d2	1421	33
Tmem95	1191	11
Zbed4	5283	365
RGD1309808	1098	12
Ccdc89	1263	0
Fahd2a	1226	345
Nat9	1317	391
Trps1	4577	430
Ly6h	928	227
Cnot1	7714	2862
Car6	1375	69
Tbc1d31	3473	431
Myo1g	3292	778
Cyp2b1	1879	0
LOC688613	823	86
Hus1b	831	0
Fam25a	399	1
Dph3	3242	556
Smox	2256	918
Dnaaf5	3417	392
Synm	7430	1337
Sec23ip	3697	1109
Exosc4	1106	285
Cerk	4319	2491
Stox2	5694	957
Afg3l2	3074	1308
Zc3h3	3384	426
Pkdrej	6375	6
R3hdm1	4817	1164
Yaf2	2142	609
Ctps1	2691	1889
Nab2	3366	925
Atad2	5557	1041
Chrac1	835	325
Psd4	4791	602
Meig1	566	0
Lrp12	4039	769
Scube1	4237	1165
Usp40	5246	968
Vps13b	13064	1062
Nt5dc3	5934	756
Acpp	1721	226
Zfp637	1125	481
Anxa13	1608	0
Crip1	493	1527
Elmo2	4577	2493
Ahdc1	6081	739
Zfat	4444	587
Srgap2	3528	1663
Pear1	4469	1020
Rad54l	2795	209
Pdxdc1	4328	493
Ttll13	3367	85
Crispld1	4433	21
Ankrd6	4638	685
Sbf2	6383	2253
Man2b2	3222	3199
Plekhg2	5011	974
Trim27	2078	726
Mboat7	2289	0
Ezh2	2794	870
Cyp2j10	1778	276
Trip4	2816	359
Mpp6	2635	737
Tgif2	2884	44
Catsperd	2370	90
Rcor3	1863	124
Rnf180	2663	77
Eef1akmt1	977	267
Zbtb12	2397	109
Sash3	2561	616
Car13	1982	357
Tpk1	3331	164
Gnpda1	2076	1759
Gucd1	472	81
Zfp951	1915	7
Clpsl2	470	0
Cwf19l2	6346	335
Nrn1l	620	4
Nrbp2	2628	4096
Pabpn1	1788	2301
Col4a1	6579	8869
Mcpt8l2	843	0
Rftn1	2826	620
Ankrd42	2773	157
Ankrd39	1091	98
Gabpb1l	1832	30
Tmem86a	1731	2009
Myl12a	975	4745
Zfp266	6182	2106
Sec61g	443	665
Tmigd1	1359	0
Tctex1d1	978	3
Trim16	3810	208
Utp18	2487	420
Arpp21	5082	118
Zfp322a	3136	196
Snrpg	417	196
Prss41	1134	1
Adam34	2139	0
Klf14	2923	1
Angel2	3551	685
Myh2	5810	2
Myh1	6034	34
Ptgdr	1074	0
Tmem14c	1175	2239
Klk1c10	820	0
Tomm7	377	872
Twf2	1582	712
Rarg	3393	495
Smim7	1284	1158
Syce3	710	8
Cmc1	848	192
Tmem167b	644	115
Sos2	5365	842
Acp1	2368	307
LOC691921	346	134
Smim13	4453	31
Zmat2	1809	1421
Fa2h	2490	1629
Sec1	1232	2
Agfg1	3249	2416
Cyp4v3	3192	834
Celf5	4383	344
Rhox3	908	0
Hps5	4641	812
Lrrc47	2893	882
Wdr4	1903	164
Cyp2b15	1488	0
RGD2301395	672	0
Ypel3	943	946
Urb2	5806	280
Epha10	3782	122
Sec14l5	2233	245
Srsf12	786	24
Tmem185a	2553	428
Sec31b	3625	35
Trim65	2646	436
Trim67	2764	19
Map9	2144	113
Rbm46	1788	64
Prex1	5438	4540
Wdr72	3415	18
Spaca6	1112	128
Irgq	6113	827
Bud23	1273	376
Akr1c12l1	1215	0
Cks1b	1614	274
Bach2	3756	44
Cep290	8251	246
Galntl6	1959	7
Fundc2	1397	419
Macf1	23521	12128
Col4a3	5020	57
Hira	4507	420
Crb2	3852	33
Hpse2	1779	2
Gngt2	553	713
Gngt1	499	0
Prodh1	2182	341
Gabra2	2223	348
Mms22l	4379	391
RGD1305350	2727	1112
Pramef8	1668	57
Adck5	1996	408
Bmper	3785	70
Ctf2	615	1
Ddx27	2585	733
Dlgap5	2737	798
Dus4l	1821	87
Retreg3	3079	1407
H2afy2	1959	209
Lcn11	655	0
Med31	627	213
Mgat4c	2559	20
Pdxp	1988	321
Lyzl6	800	2
Mrap	835	102
Dpy19l3	7610	1190
Pdzd4	3352	295
Ccdc22	2570	429
March1	858	148
Naa10	938	334
Gtpbp6	1572	106
Rpusd2	3169	5
Rrn3	3402	470
Ppp6r1	4343	3651
Scara5	3753	955
Tmco3	3195	267
Tmtc3	6077	540
Txlnb	4044	59
Rft1	2163	505
Serpinb12	1673	0
Slc45a3	3254	180
