Geneid	Length	genome_mapping/High_6499c4.rep2.RNAseq.mm10.sorted.bam
P2rx2	2018	9
Lrrfip2	3332	2916
Lpin2	6081	9096
Mia2	5097	11234
Dcaf4	2180	747
Prr3	2926	820
Akt1	2853	20357
Ctnnb1	3623	58399
Majin	1689	8
Cldn14	1967	181
Ccdc78	1651	40
Glt8d1	2521	1091
Rgs9	8530	74
Aven	1985	673
Tshb	645	8
Nsun6	9463	729
Olfr819	963	0
Pogz	7780	3595
Pias3	3095	2590
Trim45	5801	373
Phc3	11066	3654
Nme9	792	0
Fndc7	5122	4
Pglyrp4	2229	2
Hnrnpa1l2-ps2	1165	5
Dcaf17	9413	936
Ubap2l	5486	12457
Ckap5	6666	5938
Arfrp1	2596	1337
Spopl	2858	1054
Lingo2	5066	27
Tmem215	3226	14
Arfgap2	3409	1598
Skint11	1393	0
Slfn14	3704	0
Cfap74	7614	32
Mrps2	2079	1649
Gtf3c4	7126	3325
Gm16381	687	0
Ccdc152	924	94
Syde2	5495	324
Gcnt4	5341	918
Mroh2b	5230	0
Slc4a5	5124	8
Armc8	6870	1498
Krt81	1857	0
Ccdc74a	1278	124
Lce6a	791	0
Dmkn	2164	138
Arsg	3897	843
Erv3	3378	0
Dpy19l2	3441	0
Myh15	6883	0
Niban3	2452	235
Zfp712	3970	49
Mgll	4628	1440
Cspg5	3871	4
Ccdc33	3677	24
Serpina11	1489	2209
6030458C11Rik	5474	1463
Fgf8	1636	10
Fam219b	3055	709
Fam122b	4334	343
Fkbp2	825	4
Trmt112	1032	2202
Zfp638	6470	3075
Marchf1	4822	480
Ms4a6c	2052	1280
Armcx1	2465	168
Rad52	1978	637
Rbmy	1731	0
Sp4	9017	896
Ptp4a3	4671	3271
F13a1	3927	3641
4931428F04Rik	3553	496
Armcx2	3778	286
Rab3a	1562	531
Tnfaip3	4595	3911
Kif20a	3905	2493
Rai14	5114	7827
Rbm3	3582	16657
Arhgef25	2938	722
Rfx3	9427	450
Med23	4946	1729
Hnrnpf	2990	9811
Tbc1d25	2516	969
Slc25a14	1927	325
Pls3	3574	16625
Slc38a1	8391	951
Brcc3	4998	1846
Spock1	6673	0
Vmac	2276	735
4930407I10Rik	4673	0
Hmga1b	1599	0
Ssr4	922	4686
Mthfsd	7208	1513
Rasgrp3	4931	463
Zpbp2	1639	10
Zfp983	4593	306
Dennd1b	8313	1845
Slc39a11	3174	2043
Sec14l1	5713	5554
Sfmbt1	8122	871
Eif4enif1	4230	3978
Zbed6	5007	4006
Rnf145	7238	3025
Abca6	5719	3283
Depp1	1317	2706
Thoc2l	9445	1608
Tead1	9905	6612
Eif5a	2017	34305
Dgkz	4373	6786
Gm16430	700	0
Fmr1nb	930	0
Rbmx	3743	1545
Ccr9	4392	34
Dynlt1f	1163	366
Dynlt1a	4945	104
Dynlt1c	693	65
Havcr1	2098	0
Large2	2665	204
Gm4302	927	0
Mid1ip1	2059	5398
Gm4312	914	0
Gm4301	914	0
Gm4303	910	0
Gm4305	910	0
Kat14	3751	2520
Gm4307	910	0
Bcas3	3656	1205
Zfp651	6353	1459
Zfp882	5651	164
Gm16405	700	0
Zfp280c	5223	1529
Klhl33	7543	157
Cdkl3	3697	262
Cdr1	2313	0
Ccdc85a	5595	104
Gemin5	6214	2094
Gm14548	2183	0
Cep95	2727	545
Cfap77	931	2
Vmn1r55	933	0
Vmn1r123	924	0
Vmn1r119	924	0
Vmn1r207	939	0
Vmn1r7	936	0
Vmn1r249	924	0
Vmn1r151	918	0
Vmn1r244	918	0
Vmn1r122	918	0
Vmn1r120	918	0
Vmn1r113	924	0
Vmn1r173	942	0
Vmn1r34	930	0
Vmn1r39	918	0
Vmn1r176	915	0
Vmn1r170	915	0
Vmn1r94	918	0
Vmn1r160	924	0
Vmn1r129	924	0
Vmn1r127	918	0
Vmn1r175	915	0
Vmn1r1	921	0
Vmn1r31	912	0
Vmn1r77	921	0
Vmn1r60	903	0
Vmn1r61	903	0
Vmn1r57	933	0
Vmn1r224	897	0
Vmn1r91	924	0
Vmn1r103	918	0
Vmn1r104	924	0
Vmn1r128	924	0
Vmn1r125	924	0
Vmn1r121	945	0
Vmn1r118	921	0
Vmn1r117	924	0
Vmn1r116	924	0
Vmn1r115	888	0
Vmn1r111	921	0
Vmn1r135	924	0
Vmn1r139	894	0
Vmn1r142	918	0
Vmn1r143	924	0
Vmn1r254	918	0
Vmn1r152	924	0
Vmn1r155	924	0
Vmn1r157	894	0
Vmn1r163	924	0
Vmn1r260	924	0
Vmn1r124	924	0
Vmn1r159	918	0
Vmn1r107	924	0
Vmn1r79	921	0
Vmn1r101	924	0
Vmn1r114	966	0
Vmn1r126	966	0
Vmn1r131	921	0
Vmn1r149	924	0
Vmn1r158	924	0
Vmn1r168	930	0
Vmn1r169	915	0
Vmn1r100	924	0
Vmn1r112	894	0
Vmn1r130	924	0
Vmn1r137	924	0
Vmn1r165	924	0
Vmn1r245	924	0
Vmn1r255	924	0
Vmn1r240	924	0
Gm16451	924	0
Vmn1r252	921	0
Vmn1r242	921	0
Vmn1r251	924	0
Vmn1r241	924	0
Vmn1r257	921	0
Vmn1r243	924	0
Vmn1r253	924	0
Gm10665	966	0
Gm10670	966	0
Vmn1r256	921	0
Vmn1r246	921	0
Vmn1r258	942	0
Vmn1r247	942	0
Vmn1r259	918	0
Vmn1r248	918	0
Vmn1r166	921	0
Vmn1r138	921	0
Vmn1r2	921	0
Vmn1r3	921	4
Vmn1r86	951	0
Vmn1r88	951	0
Vmn1r95	924	0
Vmn1r238	921	0
Vmn1r184	945	0
Vmn1r196	906	0
Vmn1r221	939	0
Vmn1r186	903	0
Vmn1r187	903	0
Vmn1r250	966	0
Tcp10c	2528	0
Pate8	330	0
Pate12	574	0
Gm5916	1142	0
Pate10	758	0
Pate3	1330	0
Spata31d1b	4281	2
Spag7	1161	2539
Pate7	643	0
Rhbdf2	3842	3697
Sirt4	1798	549
Gpr19	2948	211
Serpina3a	1864	9
Rad18	3194	976
Chchd6	1126	404
Slfn8	4011	198
Wasl	4858	6699
Dnah17	14889	179
Egfem1	3644	29
Vps50	5862	1794
Ankrd7	1191	8
Ift122	4067	1185
Ldah	4137	1870
Rbm10	3702	2262
Asxl3	11697	8
Defa17	411	0
Stx5a	2264	3359
Trim30d	3758	113
Dennd10	2391	1740
Zfp764	2508	315
Wipf3	4436	311
Cyp2c50	2932	2553
Skint5	4497	3
Garem2	3832	26
Ankrd50	8496	14330
Kmt5b	9268	5516
Nrg2	6221	118
Frem3	6626	0
Cd101	4636	177
Ppp1r3e	1852	174
Nme8	2087	2
Mbtps1	4374	11117
Smok2b	2305	0
Atxn3	5404	1915
D830031N03Rik	8311	1654
Slc8a3	5068	0
Gtf2e2	1802	1862
Col6a5	9297	98
Minar2	1941	2
Zyg11a	2416	119
D6Ertd527e	2227	18
Mau2	7683	7483
Zkscan5	3810	894
Zfp821	2614	1213
Atp2b4	8292	1440
Ankrd10	4765	3626
Slc25a21	2766	40
Galnt7	4523	2441
Sipa1l1	7699	4445
Hook2	3303	4796
Trmt2b	3638	1343
1110032F04Rik	2578	0
Tex11	3594	2
Knop1	5612	4288
Clec2g	2664	13
Morf4l2	2480	13679
Irak1bp1	1893	124
Syce2	1373	529
Rmi1	3877	610
Mtbp	4451	912
Fam83h	4628	3075
Tmem40	1470	33
Sec24c	4515	8446
Gsdmc2	2312	0
Zfp647	2298	170
Jazf1	3098	61
Wwtr1	4784	9394
Arhgap39	4583	917
Pdss2	2031	366
Sugp2	4451	1820
R3hdm2	4799	5458
Ephb1	4667	32
Fbxo30	5114	1674
Cdk19	5807	2400
Scara5	5596	1008
Bcor	8312	2946
Tinagl1	2175	13701
Btbd35f2	1949	0
Btbd35f5	1950	0
Nfatc4	4019	486
Kcnj1	3268	0
Bnipl	1788	18
Tyw3	4404	282
Ccdc7b	1747	2
Usp19	5218	8148
Phf14	4479	2513
Ccdc125	2705	575
Ramp1	3022	558
Ankrd55	3577	70
Spink13	795	0
Ube2m	1567	3769
Emc6	1436	2206
Dynll2	2819	5548
Ttc23	5267	903
Men1	3040	2695
Pdcd4	2556	2067
Plscr3	3152	3667
Ncmap	2151	584
Olfr78	3496	10
Shoc2	4338	5044
Zfp574	5074	1512
Tmem11	1511	1948
Mapk14	3788	7419
Ffar2	2826	98
Rpgrip1	5213	19
Zdhhc24	2562	676
Sarm1	5164	16
Sgms1	5015	2813
Cdadc1	4479	1280
Btbd8	8291	752
Zfp446	4914	300
Kcns3	3059	58
Ctps2	5962	2450
Nat2	1499	571
Tceal8	2358	705
2010106E10Rik	1287	0
Lonp2	2944	4640
Gnl3l	4877	2703
Tifab	3498	496
Enpp5	4863	778
Znrf1	5562	4460
C2cd4c	6754	250
Lrch4	3081	0
Socs2	2698	2784
Ccdc127	8615	2115
Apol9b	1595	641
Fam114a2	2611	2930
Gtse1	2780	1025
Tspan8	1522	13500
Tmcc3	6415	1754
Endou	2718	48
B3gnt2	2818	2756
Tent4a	3997	2864
Cd300lf	1892	2152
Ube2h	4779	4538
Clec4a2	2616	449
Mlf2	1544	12625
Cd163	4492	2014
Tmem229b	4287	329
Slc35b3	2226	1483
Ppfibp1	5194	12926
Tada2b	3791	1556
Borcs5	1937	693
Arpc4	2271	6246
Tprkb	3342	2239
Aplf	3282	413
Mef2c	7152	908
Btf3	1129	14551
Krit1	6414	2118
Prkag2	3952	1866
Nfu1	955	1883
Fcamr	1911	51
Slc17a1	2832	171
Rnf144b	4694	3801
Pde8b	5155	125
Elmod2	4709	1160
Rcbtb2	3856	2103
Dthd1	2905	8
Asb8	2278	1977
Wdr59	5222	2135
Ctbp2	4777	3675
Magi2	7233	94
Asb14	2021	465
Mthfd1l	4332	3079
Rbm20	6592	1107
Luc7l2	9301	11119
Klra2	1886	324
Mndal	1936	350
Trim36	4851	70
Wdcp	3173	258
Ncald	4830	691
Pym1	1491	1058
Trim43b	2262	0
Trip4	7162	1334
Prr13	1229	6800
Trim66	9649	29
Olfr1507	1679	0
Plppr3	4275	840
Rnmt	5270	3160
Defa27	282	0
Pde6c	2963	4
Dtwd2	3145	346
Wdr33	8062	4415
Dbndd1	2637	186
Abat	4635	2164
Hnrnpc	4037	9507
Kirrel	7076	8392
Ahcyl2	5653	5768
Degs2	3574	927
Mgam	11855	992
Prkd3	6133	4391
Nod1	4415	1405
Slc14a1	3995	446
Il4i1b	2300	8
Os9	4049	12343
Tmbim6	2803	42762
Mta3	7921	2114
Yap1	4169	5646
Mal	2778	4694
Obscn	28034	8411
Myt1	6395	0
Actl10	1501	0
Bag1	1349	7931
Triqk	1501	106
Bdh2	1171	101
Lman1	3714	8340
Lrrc56	2909	250
Senp8	3904	142
Vmn1r68	960	0
Ttc4	2762	1367
3110009E18Rik	1089	69
1700001C19Rik	1895	122
Depdc1a	3323	305
Kdm4c	4401	1249
Cacul1	5790	5180
Strn3	4164	4733
Cuedc1	3189	2362
Rnh1	2015	15471
Zbtb25	1777	503
Gramd1c	4092	283
Dhrs7b	1582	1184
Traf7	2735	7169
Hck	2092	500
Rbms3	8215	707
Aimp2	1185	3199
Rbm41	6759	632
Wdr17	7876	0
Dnase1l1	1614	1181
Dis3l2	3171	1147
Flrt3	4537	861
Arid5a	5794	1438
Lrtm2	3679	232
Fam221a	2095	63
Dhrs3	2576	3320
Sphk1	3054	3612
Aspn	2351	588
Sphk2	4163	1649
Mrgpra2a	1271	0
Olfr376	1210	0
Fxyd4	554	13
Sirpb1c	1456	204
Sirpb1b	1496	81
Rlbp1	2422	0
Thpo	2512	437
Map1a	11912	478
Taz	1833	2376
C5ar1	2570	1034
Cacna2d2	5542	6
Camk2b	4166	1987
Smarca4	6475	10042
Shisa9	4844	8
Krt36	1665	16
Map3k9	11890	492
Gm37013	4621	0
Rasgrp4	4630	384
Tmigd3	2597	0
Serpinb2	2047	267
Rara	4339	2740
Aldoa	1824	67921
Orc4	5170	1473
Tfpi	3780	1139
Septin6	6697	1138
1700092M07Rik	380	18
Gm3646	359	8
Ifi213	7823	12
Myc	2399	7676
Gpr137	2780	1663
Gm9112	457	0
Fut7	2064	24
Nfkb2	3292	4252
Dbn1	3047	4805
Klk11	1449	0
Ubr2	7748	8558
Gm6760	604	0
Cpeb2	7066	1842
Cypt15	518	0
4933403O08Rik	1520	0
Gm13547	629	9
Zfp971	4205	585
Spint3	554	2
Cebpzos	1513	279
Zfp967	3586	0
Zfp966	3586	0
Gm15319	2514	12
Usp35	4325	469
Epp13	930	0
Fbxw28	1839	0
Eid2b	2424	262
Mroh4	3549	22
Aldh3b2	2161	2
Tldc2	1151	16
Zfp516	7817	4109
Gm7030	899	0
Mymx	976	0
Gm15056	797	0
Defa35	403	0
Defa38	454	0
Gm11559	1096	0
Defa30	390	11
Defa41	282	0
Defa40	421	0
Plekhd1	3527	222
Gm6588	2313	0
Zkscan7	5018	500
Olfr743	936	0
4933402N22Rik	1108	0
Npffr1	4575	1
Gm7102	1624	4
Defa42	463	0
Defa32	427	0
Defa37	404	0
Defa28	285	0
Gml	894	0
EU599041	1428	0
Defa43	351	0
Zfp964	1740	63
Defa34	376	0
Esp6	660	0
Apol11a	1134	0
Gm15881	3253	0
Gm4340	1258	0
Prdm11	10921	203
Gm11562	807	0
Duxbl2	2146	0
Duxbl3	2146	0
Pramel29	1826	0
Gm2026	4539	0
H2ac23	552	2
Zfp600	4306	0
Trim61	2229	0
Bfar	4557	2375
Gng12	4363	6858
Slc10a1	2197	2968
Gm4027	998	0
Gm8300	1872	6
Otogl	9009	0
Zfp970	4664	3281
H2al2c	336	0
Zfp616	4808	0
Slc25a13	3122	2254
BB287469	1851	0
Gm2022	1822	6
Slc25a22	2959	2557
Odaph	759	331
Gm13871	1293	0
Gm10471	3342	14
Gm21953	412	0
Myocos	741	0
Esp23	646	0
Esp4	552	0
Esp8	901	0
Esp34	1413	0
Esp31	1311	0
Esp36	1117	0
Gm8882	916	0
Gm3985	2515	0
Slc8b1	2881	3630
0610010K14Rik	913	1178
Ak4	5162	867
Ube2i	3377	7675
Arpp21	12429	20
Slc5a6	3889	1028
Ect2	4117	3855
Slc2a6	2136	210
Slc45a3	3486	1109
Grb10	5233	1629
Sirpa	4349	4034
Gm5886	647	18
H2bc6	2510	72
Grin1	4372	23
Mrpl15	4201	1843
Sptan1	8080	41624
Golph3l	2841	2806
Gpr68	3361	146
Gal3st1	2608	670
Ablim2	3761	319
Homez	5826	401
Arfgap1	3025	3997
Cyp26b1	4849	562
Gm2897	1978	0
Madd	6217	2660
Nr1h3	2036	1161
Plch1	7011	1986
Gm10767	1652	62
Tsc22d1	5984	20371
Pfkfb3	5284	4982
Tnfaip8	3948	2218
Rex2	3998	0
Clcc1	3600	2116
Slco1c1	3210	0
Fbxw7	4751	1456
H60b	951	26
Ahi1	5094	244
Dlg3	5637	697
Rfpl4b	1054	0
Snap23	2223	3090
Sertad4	3401	256
Rgs20	2513	58
Afap1l2	4075	185
Taf6l	2499	309
Eif2ak4	5248	2212
Rapgef3	3834	907
Wbp1l	4105	13492
Gm10324	1920	0
Smox	2262	2333
Otub2	3715	218
Frmd4a	7937	3512
Tirap	4868	2194
Asph	12476	4356
Olfr1053	943	0
Trim43c	1990	17
Sgo2a	5416	974
Gps1	2161	4253
Phka2	5776	2858
Mfap3l	6824	74
Elavl2	4757	0
Igsf5	2277	1063
9830107B12Rik	3730	14
Rd3	4267	24
Zfp513	2476	1749
Eda	5111	54
Aamdc	893	400
Rpgr	6751	345
Gpm6b	5142	3371
Dcdc2c	3370	2
Naa10	1056	2612
4930480E11Rik	1486	0
Irak1	3955	8312
Acsm2	6738	6
Pde4b	6313	1253
Zmym3	6051	3517
Prdm16	8611	267
Sfxn3	3089	9115
Fmo6	1870	0
Txnrd3	2836	1132
Tfdp2	7645	4016
Rhox3e	648	0
Sult2a5	1046	0
Sult2a7	1102	2
Rhox13	1254	0
Wnk1	12052	20426
Gm5885	648	0
Ins2	583	0
Zpbp	3845	19
Wdr53	1420	461
Vegfb	1282	1664
Zscan4b	1754	0
Pfdn6	719	1987
Snx7	2171	2329
Psrc1	1773	575
Nup35	2873	228
Nrg3	4036	0
Rps27rt	345	0
Mrps36	716	512
Gpr155	5022	502
Gm14326	3308	241
Clec4b1	784	18
Mfrp	4275	0
Clec4n	1245	1806
Chchd7	3066	829
Igll1	870	0
Ces2a	1964	1894
Frmd7	4708	34
Ccr6	2080	34
Ccm2	2104	1844
Tmem132b	7964	90
Gm4832	552	0
Naxd	1420	2822
Ankrd29	3256	168
Kcng2	2815	266
Adamtsl3	7285	400
Camta2	4947	2496
Olfr596	939	0
Caly	1627	2
Bend7	3837	669
Usp34	12200	5787
Amy2b	1413	0
Gas2l1	5403	3045
Magt1	4450	4048
Gne	5740	3098
Abhd11	1699	2562
Abcf2	2894	5604
Aamp	1820	4785
Faap20	1519	1034
Ddc	2089	613
Ddah2	1350	2036
Dcn	2104	10773
Dctn2	1925	9163
Hilpda	1106	3791
Dact1	3761	267
Dapk3	1824	2588
Dmpk	2876	2209
Dlk1	4811	70
Dbf4	2444	2199
Dcaf12l1	3534	18
Gm20594	334	0
Dcun1d4	4326	1773
Ddx19b	6750	2287
Ddx55	2799	1207
Dnajb11	3236	5201
Dnajc1	8583	3107
Jak3	4085	3606
Kat2b	4708	3007
Pdlim5	6812	15057
Kcne3	1718	924
Kcnip1	3243	10
Kirrel3	4908	364
Axl	5084	28224
Kif17	3915	33
Lancl1	4461	1370
Ndfip2	2482	4306
Lins1	5243	601
Lsm6	3801	2119
Sstr5	2733	0
Krtap22-2	380	0
Dync1i1	2802	0
Cypt14	508	0
Ddx43	2209	4
Lysmd4	3632	480
Mdga2	9834	0
Meis1	3441	711
BC048679	690	0
Lims1	5144	7872
Mical2	7370	6345
Morc4	4409	693
Cldn7	1453	2444
Prss51	1086	0
Galns	2586	2214
Cldn12	4076	4675
Gm13304	867	0
Gm1987	870	0
Gm10591	867	0
Cldn18	3120	2419
Dlc1	8475	2392
Kat7	5966	4639
Ndrg4	3374	823
Nploc4	4685	6350
Nuak2	3132	1037
Pag1	8253	491
Abhd12b	1261	0
Acp4	1278	0
Ect2l	3610	1
Pak3	8988	801
Kcnmb3	720	0
Phc2	4357	9140
Plscr2	1900	1019
Tmc8	2908	738
Ccer2	1050	0
Cfap73	921	7
3425401B19Rik	5547	809
Gm5294	651	2
Tex50	954	0
Nek10	3348	6
Pet100	1193	467
Gm3336	1152	130
Gfy	1877	0
Tgfbr3l	1075	209
Pdzd7	3903	107
Cbarp	3294	1370
Tex13c1	2243	4
Fsd1l	9240	554
Kifc1	2322	1390
Bbip1	2506	1151
2300003K06Rik	919	0
Commd7	3288	1687
Cngb1	6686	4
H4c17	405	2
Islr	2355	886
Fam240b	1097	0
Fam240a	899	0
Srsf7	2748	4959
Dclk2	4196	144
Tpbgl	3037	108
Gm5741	328	12
Smpd5	1885	226
Lrrc3c	902	0
Trpc5os	3581	1
Smlr1	674	133
1700015G11Rik	388	0
Dcdc2a	8040	82
Arhgap32	11101	972
Epg5	11967	3087
Defa2	424	0
Rp1	12293	10
Ccdc170	5652	12
Prr22	1350	15
Nuggc	2566	14
Colca2	1263	111
Sgo2b	3739	0
Plscr5	1414	0
Tmem95	1198	39
Fam181a	1406	0
Gm5901	1183	0
Dcdc2b	1280	29
Alkal1	858	0
Rgs22	4008	1
S100a2	315	11
Lrrc74a	1949	0
Gprc5b	4525	6692
Pld5	3901	12
Unkl	5024	731
Vit	2720	62
Ccdc7a	1990	0
Cep43	3154	1937
Rcc1	2327	1658
Foxp1	7877	6028
H2-Q7	1536	0
Sulf1	4864	2089
Abi2	5974	1088
Nrxn3	9442	28
Map7	4195	788
Postn	3406	16660
Aatk	6094	294
Ccpg1os	708	110
Ak1	2365	2550
AB124611	1307	200
Sfmbt2	9136	37
Frem1	9633	225
App	3357	50534
Ddr1	4075	8338
Coch	2683	2
Bcar1	3279	6955
Csrp3	973	5293
Ctbp1	2482	13177
Dctn1	4990	10624
Scgb2b7	517	1
Dync1i2	2787	8434
Adgrg1	3864	6156
Arhgef2	6355	9227
Myb	3777	44
Me1	3577	7506
Ralbp1	4340	5545
Gm7694	3833	1030
Itsn2	6216	3593
BC049352	1679	16
Syk	5272	3386
Tcof1	4629	3688
Tjp2	5376	12596
Gm15097	1998	0
Gm15080	2029	0
Vdac3	1423	4697
Rgs7	2568	14
Golga5	2902	3014
Dcaf11	2703	5721
Slc7a9	1984	8
Angel2	3919	2126
Pla2g6	3725	2334
Lgals8	3020	3616
Prrc2a	6858	18244
Tubd1	2070	222
Zfp942	3275	710
Rabgef1	2888	2576
Wdr12	3376	1328
Olfr1564	1091	10
4930522H14Rik	968	0
Trp53inp1	5432	5375
Slc29a1	3343	10001
Lpin3	3523	583
Ghitm	3313	11795
Spc25	1846	765
Macf1	23495	13744
Zmynd11	4747	6965
Gpsm1	3823	1059
Sncaip	3984	82
Opa1	6002	5845
Slc44a2	3764	10613
Ascc1	1578	1346
Snx5	2620	9659
Eva1c	2936	1372
Asmt	1191	0
Serpinb12	1736	31
Slc38a3	2726	11351
Agbl1	3369	0
Osbpl5	4158	2958
Sptbn4	9085	29
Kcnip4	2959	60
Maged2	2516	2507
Kat5	2816	2979
Epb41l2	4517	7433
Aldoart1	2052	24
Slc19a1	2390	1771
Gopc	4317	1951
Mat2b	2258	3505
Tnip1	3049	3549
Slc43a2	7232	2116
Tex14	4888	18
Acly	4427	12863
Cacng5	3834	0
Atxn1	10607	1326
Sult2a8	2243	6
Gm14440	3382	0
Gm4559	600	0
Cldn34a	636	0
Zfp94	2660	150
AI987944	2931	592
Gm20822	687	0
Gm20877	1212	0
Mup18	887	0
Gm10229	570	0
Scgb2b19	527	0
Apoo	1261	143
Foxp3	3928	39
Cd99l2	3600	3004
Rpl34-ps1	413	0
Pnck	1676	56
Tmem164	7018	4173
Dnmt1	6325	4731
4931406C07Rik	2981	2211
Ei24	2376	3653
AW551984	4448	118
Pkn1	3538	5329
Fbxl13	2630	22
Camkk2	4889	2451
Vps37d	1544	139
Adgrb2	5497	69
Daxx	2874	1959
Topaz1	5177	0
Zfp839	3725	864
Olfr1354	1095	0
Ift43	809	1238
Gask1a	3723	34
Mup16	881	2
Serpina3i	2193	173
Serpine3	1402	16
Pate1	389	2
Ankrd60	1102	0
Gm9839	1437	0
Ccl27b	1085	0
Gm2506	819	0
Gm11127	1344	111
Tac2	884	4
Tti2	5079	1001
Mup12	883	2
4933402E13Rik	2025	0
Mup14	926	0
Tmppe	6856	1417
Mup15	889	0
Mup17	886	0
1700013H16Rik	1224	0
Zfp963	2291	215
Pttg1ip2	710	0
Olfr612	972	0
Pifo	1127	0
Rubcn	5810	3627
Sbk3	3152	54
Gm16513	2901	0
4930415O20Rik	566	28
Krt83	1757	0
2410004P03Rik	1798	2
Msi2	6853	4594
Samt1b	984	0
Gm10662	1724	0
Tmem200b	1370	153
Ccdc136	4153	107
Nat8f6	1373	0
E330021D16Rik	1811	0
Hbb-bs	639	0
Cldn34d	1003	0
Apbb2	6937	4115
H2-Q9	1521	0
Papss2	3796	3607
Atp9b	5432	5469
Mapk8ip1	3461	281
Armcx4	9011	597
Crisp2	1469	10
C1qtnf1	4519	2475
C1qtnf3	2569	555
C1qtnf6	2428	2213
Rapgef4	7896	1539
Spp1	1658	159190
Clec12b	1621	16
Clec16a	6244	1753
Clec1b	1170	90
Clec4a3	1330	343
Clec10a	1501	515
Hdac7	5216	6954
Cyp4f14	2420	404
Gucy1b2	2717	24
Oprk1	4707	0
Kcnj11	3252	1075
Sprr3	1222	0
Myadml2	2307	129
Set	3101	14889
4930558K02Rik	1164	0
Recql	4782	1070
Zfp648	3644	0
Ifi207	3483	1209
Ptrhd1	4027	420
Gm20172	1551	0
Reep2	1926	40
Reep3	5550	6660
H60c	2817	0
Reep6	2016	5020
Retn	1286	2
Brd2	5025	16309
Sars	3704	11267
Cep85l	7361	1130
Gm2696	783	0
Mptx2	694	0
Jagn1	1260	1620
Gm11568	1144	0
Gm19402	854	0
Gm10100	397	2
Gm19668	805	0
Gm10142	399	0
Eef1akmt3	699	12
Gm11544	1357	0
Jarid2	6158	1535
Acr	1567	6
Jdp2	1881	981
Gm14295	1311	186
Jkamp	1976	1665
Jmjd4	4445	627
Josd2	1180	819
Pnoc	2157	20
Jph2	4255	985
Trim47	2195	2688
Scarb1	3100	4763
Tbx20	6892	574
Ssxa1	493	0
Zfp994	4880	530
Npy2r	3361	0
Ssxb6	522	0
Yes1	4608	2195
Yipf1	1322	1597
Yipf2	2177	793
Iffo2	6214	3490
Abhd4	2698	5039
Ppp2r2a	4108	3944
Astn1	7224	10
Rxrb	2768	3225
Sorbs2	6867	19093
Cnot1	8914	12303
Cyb5r2	2772	32
U2af2	2202	8483
Nrxn2	6663	158
Arhgap27	5626	4048
Parp6	2714	1484
Kat6b	7337	2548
Fasl	1934	2
Gal3st2b	1185	2
Thsd1	4430	326
Gm14781	1360	0
Gm14496	2550	0
Tmem39a	2934	1741
Slc12a3	3299	12
Tyk2	4873	2085
Stat1	5356	1388
Scn10a	6420	4
Prl3d1	878	0
Map4	10320	14740
Arap3	5499	3249
Psat1	2491	6649
Ppfia2	6809	8
Papln	4375	57
Sun2	3809	8386
Lipk	2240	18
Gramd4	4447	6266
Dcun1d1	4745	1746
Clec9a	3294	64
Septin7	3238	8180
Golm2	4354	835
Actr3	2746	16977
Atg16l1	3180	2884
Gprc5d	1385	7
Fam234a	2879	5172
Gsn	3031	31894
Mavs	3189	2981
Tmem200c	3213	0
2610528A11Rik	756	34
Smim18	587	10
Usp44	4149	3
Olfr426	949	0
Shisa8	1804	22
Fignl2	4208	395
Gm16404	650	0
Gm14625	650	0
Rnf223	1541	12
Spx	1579	72
Ano1	4585	12141
Trnt1	3539	1214
Fam160a2	10986	2792
F10	2693	3878
Gon4l	7584	3425
Slc4a10	5786	0
Zfp976	5011	161
Trip10	2458	5490
Jmjd1c	9117	5991
Miga2	3649	1868
Susd6	5065	6438
Otulinl	3068	482
Slc37a1	3623	4157
Ammecr1l	5353	2204
Ncoa6	6872	4936
Nit1	1374	1584
Fam187b	2673	103
Gm7903	3836	0
Gm3317	1743	0
Zfp973	1335	0
Zfp965	1295	0
Gm3264	2008	0
H2al1b	490	0
H2al1c	318	0
H2al1d	318	0
H2al1f	318	0
H2al1g	509	0
H2al1h	442	0
H2al1i	318	0
Btbd35f3	1949	0
Spin2d	1015	0
Aadacl2fm3	1206	0
Col6a3	10841	10331
Btbd35f16	1960	0
Btbd35f15	1960	0
Samt1c	986	0
Samt1d	984	0
Zfp939	2494	177
Btbd35f27	1943	0
Gm16445	971	0
Gm4070	9036	0
Adk	1952	6161
Ap1b1	4543	5554
Dlg2	8022	38
Arntl	2929	1527
Atp6v0a1	4754	9232
Bcat2	2045	2955
Nr1i3	1414	1468
Cav1	2767	12465
Zfp433	2532	0
Sema3a	7288	1102
Cep57l1	2387	281
A630095N17Rik	767	11
Gm3776	874	377
Gm11837	1028	4
AI182371	2892	1378
Gm6408	1191	0
Gm3404	1130	0
Gm6370	1162	0
Gm3402	1154	0
Gm3409	1154	0
Gm3415	1177	0
2010315B03Rik	2759	513
Fam193a	5541	2936
Tspan2	4362	1185
Zfp981	3191	8
Gm13286	549	0
Gm13290	968	0
Alg11	4964	1922
Gm13289	968	0
Gm13279	968	0
Gm13288	2850	0
Gimap4	1810	377
Rgsl1	3745	6
4930444P10Rik	1844	2
Cacfd1	3474	2094
Gm4791	1021	0
Lactbl1	1954	0
Ccdc85b	4401	2339
Mif4gd	1840	1948
Itch	5389	4156
C87436	3198	973
Rassf1	2130	1552
Ciita	5997	428
Clcn5	4353	1630
Cdc42	3004	16081
Esrrg	5933	300
C7	2709	183
Fam124a	3557	293
BC024978	2756	328
Gm14322	4057	56
