Geneid	Length	genome_mapping/136-LC_R1.rn6.sorted.bam
Mdm1	3107	500
Ogdh	3237	3585
LOC361346	1568	672
LOC361635	3017	1717
Btbd16	1846	28
LOC361914	1761	0
Chmp4c	1594	70
Ly6e	1263	797
Micb	1202	34
Fam71d	1515	2
Cep70	1911	187
Atf7ip2	1985	1
LOC497899	1097	45
Rmnd5b	1776	315
Borcs6	1855	281
LOC497938	1599	2
LOC497940	1455	106
Gps2	1356	550
Cxcl16	1707	898
Tmem100	1398	1388
Hoxb7	1213	360
Cep295nl	1778	21
Tex19.1	1726	0
LOC498063	2568	0
Lca5l	2059	7
Fam220a	1715	412
Nipsnap2	1063	483
Bri3bp	1126	126
Slc8b1	2666	1159
Eif2d	2013	596
Tmem81	1633	27
Lax1	2217	46
Apobec4	1382	0
LOC498265	2908	140
Blzf1	2175	268
Aff1-as1	1488	0
Cxcl13	1089	11
Smr3a	609	0
Thegl	2662	38
Scfd2	2337	397
LOC498368	1816	184
Hormad2	1644	25
Ccdc117	2200	301
Purb	2454	1087
Zrsr1	1733	329
Itgbl1	2289	801
Spert	1567	2
Mef2b	1318	4
Tex29	1697	1
MGC114246	1341	0
LOC498750	730	0
Klhl36	2070	149
Zfp61	2039	462
Sertad3	1315	82
Izumo1	1478	6
Tex261	1045	987
Wdr55	1635	170
Thra	3081	1356
LOC303566	2681	99
Cyp3a62	1629	8
Bles03	1610	677
Wscd1	2774	2521
Ltn1	6669	1210
Gtf2h3	1842	266
Farsa	1794	752
Eprs	4461	4903
Synb	1870	1
Mzb1	877	2
Gpr139	1038	0
Ctsw	1245	9
Nudt3	2060	1756
Vtcn1	2619	7
Ccdc32	2317	457
Rbm48	1885	133
Lactb2	1203	508
LOC298111	546	0
Bop1	2483	776
Upk1b	1772	189
Taok3	2764	678
Txk	2281	6
Med4	1323	364
Cenpt	1661	335
Zfp574	3064	472
Bmpr1b	1500	208
Nostrin	1692	128
Trnt1	2224	517
Tspan11	3784	403
Prkd3	5769	1699
Prtn3	765	3
RGD1311251	1372	23
Lztfl1	1375	269
MGC109340	1518	141
Lig1	3052	1140
Luc7l	1713	618
Pelp1	3446	985
Rnf185	2759	646
Phf11	1283	47
Cmahp	2173	6
Gtdc1	2271	199
Rassf4	2416	1740
Mettl7b	1267	1
Gcat	1471	88
Map4	5504	17219
Ly96	281	222
Retnlb	513	0
Hist1h2af	393	2
Scgb3a2	373	0
MGC105567	2129	141
Ahrr	4694	8
Spib	2560	13
LOC499240	1234	3
Tex36	816	0
Ptprcap	836	16
Gal3st3	2181	47
Majin	1564	1
Nmrk1	1567	103
LOC499331	1676	279
Clasrp	2137	906
Sumo3	1569	1984
Spatc1l	1278	0
Spz1	1597	0
Tmem174	1352	0
Zfp458	3287	53
Erich6	1969	12
LOC499643	797	4
Lysmd1	2069	205
Lix1l	3550	2313
Gstm4	1558	429
Prpf38b	2993	1420
Gar1	1352	218
Lrriq3	2388	9
LOC499742	906	0
Tprn	2731	627
Arl6ip6	1715	262
Erich2	1653	46
LOC499886	2187	0
Zfp133	2282	233
Abhd12	1949	4016
Gata5	2087	0
Iqca1l	2583	1
Asb4	1509	0
Tas2r7l	912	0
Hyal6	2577	0
Hyal5	2084	0
Pot1	2704	390
Fam71f2	1238	9
Fam71f1	1572	4
LOC500077	1617	126
Rab19	1359	1
Zfp467	2835	318
Gimap7	1271	16
LOC500124	1986	21
LOC500227	1921	27
Rab43	961	147
Arl8b	2729	4836
Cidec	1672	5
Depp1	1266	135
Cd27	1577	8
Tuba3b	1490	0
LOC500331	1435	8
Bcl2l14	1573	25
Tuba8	1451	74
Mcmdc2	3173	89
Fam110b	1647	152
Dnai1	2407	43
Fam205c	1341	0
Sit1	1204	2
Tpm2	1492	315
LOC500475	2110	217
Slfnl1	1742	29
LOC500567	1575	10
Tnfrsf18	1029	6
Efcab11	1473	31
Apof	1198	0
LOC500827	1948	2
Lrrc14	2040	305
Ccdc134	1560	270
H1fnt	1368	0
Msantd4	2811	826
Glb1l3	2306	1
Tmem225	910	0
Lrrc73	1299	26
LOC501110	2011	268
C2cd6	1884	0
Tex44	1419	0
Cesl1	2000	0
Arl13a	1654	10
Armcx1	2127	46
Slc10a3	1877	366
Ypel4	1547	146
Pigy	2474	401
Ncald	3245	3772
Tas2r138	996	0
Tas2r108	915	0
Mrc2	4443	1862
Tekt3	1732	5
Ccdc116	1964	3
Chaf1b	1933	159
Naa11	3230	2
Ugp2	2113	2090
Cdc16	2237	952
Slc39a6	3037	1557
Katnb1	1968	475
Phf10	1644	772
Rsph6a	2326	6
RGD1305713	2051	141
Pold3	1712	258
Sox6	2698	277
Snx15	1537	724
Ifit2	3410	398
Gmps	2149	930
Ube2l6	1411	203
Ythdf1	3082	1027
Wwp1	3289	819
Ttll10	2355	2
Tmem5	1523	340
Ift46	1545	486
Lrrfip2	1812	927
Prim2	2113	330
Nif3l1	1508	263
Slc36a3	1726	14
Nbr1	4328	4075
Wdr5b	1860	116
Dyrk3	2109	86
Elf3	1953	2
Cdc73	2069	338
Exoc1	2251	680
Tnip2	2109	444
Naf1	2131	205
Brf2	1845	205
Def8	3136	525
Zfp110	2985	828
Hipk4	2400	50
Pdzd9	936	6
Rad17	2764	443
Cyp2u1	2131	444
Prkra	1554	705
Sox18	1619	190
Lrrc8a	3306	1759
Creld1	1877	958
Nfx1	4631	949
Mcart1	2239	42
Wdr78	2641	130
Osgepl1	1802	199
Actl11	3690	0
Nap1l2	2404	299
Usp7	3312	1984
Epn3	3495	19
Slc25a39	1446	1929
Cdc27	3021	918
Mettl3	1909	697
Rnf44	1697	662
Spin1	1100	80
Gon4l	7736	906
Ubap2l	4088	3056
Fam133b	1985	405
Tmx1	1843	1703
Zw10	2427	394
Tmem165	1872	964
Lrrc63	2468	25
Hbe2	444	0
Gnas	5309	12968
Rogdi	1530	614
Mrpl40	2402	159
Cfap36	1444	1387
Vps37a	1717	468
Pih1d1	1284	216
Wwtr1	1538	497
Ctnnbl1	1842	633
Rabepk	1574	268
Nkap	1282	281
Rhox11	648	0
Rhox9	597	0
Gpalpp1	1237	425
Nsmce2	1046	321
Ncaph2	2082	1142
Znrf4	1189	8
Dnpep	1648	1581
MGC114483	1371	0
Tns4	2471	0
Cfap45	1826	74
Pomk	2942	655
RGD1309362	2917	0
Ccdc90b	1418	542
Dcun1d3	1473	56
Sigirr	1595	60
Gatad2b	2352	304
Rhox4g	829	0
Pih1d3	1540	3
Rhbdd1	1319	143
Rlim	2131	53
Magea9	1487	0
Plac1	1062	0
MGC114492	1429	0
Hsdl1	1844	444
Ehd2	2028	1304
Paf1	1947	1439
Sufu	1733	231
Pip4p2	2217	1378
Rhox12	772	0
Lrrc56	2129	46
Sertad2	1508	227
Ccdc71	1640	328
MGC116121	1080	166
Arl2bp	2010	2156
MGC114499	2408	0
Mfsd3	1501	221
Ccdc184	1402	36
Gpr34	1299	1157
Exoc3	2395	866
Trappc2	1450	594
Samd14	2754	119
Tmem106a	2376	562
Slc46a3	2385	198
RGD1305455	2486	385
Sde2	3146	552
Haus8	1447	270
Arglu1	1719	1384
Carnmt1	1313	199
Morn4	1699	256
Calhm6	1066	9
Calhm5	1696	50
Ralyl	1451	74
Gpatch4	1875	461
Ankrd34a	2864	49
Mettl15	1999	30
Cpne9	1959	38
RGD1559532	663	0
Ergic2	1559	1014
RGD1306186	1765	0
Cwc15	1349	948
Herpud2	2060	1012
Trex1	1020	265
Amdhd2	1472	1094
Fahd1	1440	275
Tmem199	1282	512
Smarce1	2177	1891
Nrros	2481	1205
Mblac1	1263	96
Ccdc93	2378	999
Txndc15	1521	581
Snx20	1369	242
Iyd	1380	1
LOC308990	2152	198
LOC310926	1471	18
RGD1305178	1706	712
Vsig4	1412	80
Dohh	1515	616
RGD1310852	1303	102
Klhl38	2642	13
Josd1	2699	589
Nlrx1	3302	418
RGD1305464	4194	517
Gin1	1841	140
Mageb16	1676	0
Tmem50b	2266	1031
Gtpbp8	1200	115
Chac2	1208	133
Them4	1731	183
Dram2	1404	1254
Ntmt1	1253	391
Syndig1	2027	76
Dnajc25	1271	220
Lurap1l	1147	114
Ndc1	2610	430
Wdyhv1	1409	155
Daw1	1669	54
Stap2	1414	108
Fundc1	1962	564
Fam35a	3359	265
Tifab	1351	529
Fam71b	2129	2
Cd96	2056	0
LOC498154	1444	534
Fam107b	3060	687
Thnsl1	2671	189
Pum3	2115	444
Mettl24	1421	6
Abhd18	2350	196
Ccdc183	1686	1
Ier5l	1589	287
Fibin	2272	682
Itpripl1	1878	116
Ccdc146	3161	57
Ttc26	3246	219
Fam131b	4021	1051
Hmces	1447	198
Setmar	1545	70
Acrbp	1260	38
Cdca8	1513	519
Fam110c	3114	11
Ccer1	1733	0
Galnt4	2538	212
LOC500956	1837	217
Nxpe4	2194	223
Gmppa	1638	589
LOC502176	496	1
Syce1	1447	1
Tbc1d22b	3312	570
LOC502684	1421	22
Tas2r143	885	0
Tas2r135	966	0
Scrn1	1516	949
Tigar	2713	283
Angptl3	1762	0
Apol9a	1568	92
Cd300lf	1787	624
Galnt17	1786	69
Kpna5	1664	145
Wasf1	2512	713
Stap1	1329	153
Rnase1l2	459	0
Ehbp1l1	5651	2735
Mindy1	2028	669
Plekho1	1457	1356
Gtf3c2	3900	1565
Cdkl1	1837	45
Cyhr1	1276	136
Kdelc2	3752	2002
Ntan1	1022	497
Sumf2	1466	565
Rfwd2	2093	1073
Rufy3	1877	1208
Castor1	1515	296
Fam107a	2842	3174
Bag4	2139	207
Sult2a2	992	0
Cnih2	1337	157
Capn13	2581	0
Uqcrq	1494	1094
Krtap1-5	369	0
Hexim1	2113	872
Ier5	2093	929
Tmem156	1508	122
Zpbp	1409	13
Psme4	7277	3827
Ccnb1ip1	1781	8
Trim35	3678	2877
Kxd1	1193	734
Prmt2	1979	690
Zfp365	2777	233
Ndufs4	1487	1028
Gpr160	1605	133
Galntl5	1539	3
Tas2r137	951	2
Tas2r144	960	0
Atad2b	2620	110
Tc2n	2501	24
Iqcf3	1154	0
Lrrc17	2065	71
Mc3r	1098	0
Sfpq	2475	3587
Pgam5	1992	648
Pnisr	4112	3029
Rad23b	2760	4649
RGD1305807	2431	226
Bud13	2165	315
Pus10	1830	144
Reep4	1206	448
Slc10a5	1305	18
Slc9a8	2146	355
Orc3	2154	440
Fam118b	1548	422
Rpusd4	1801	277
Ankrd54	1904	215
Tipin	1166	141
Dmrtc1a	1135	4
Mbp	3378	164585
Smndc1	2051	251
Nup85	2075	543
Umps	1606	705
Rbms2	1285	1033
Ceacam11	944	0
Ruvbl2	1710	652
Exosc9	1623	741
Alg5	1424	480
Mrps25	738	427
Hdac1	2010	1458
Chmp5	1327	1905
Dnaja4	1827	409
Fam58b	1164	168
Tmem184a	1827	0
Hars	1929	1401
Ch25h	1318	441
Dok1	1732	226
Actl7b	1389	10
Ppp2r1b	3170	1743
Tax1bp3	1135	1381
Lsp1	1235	1827
Celf1	2000	1198
Irak2	2945	337
Adhfe1	1856	281
Usp3	2224	507
Map2k7	1260	579
Pus1	1787	337
Vnn1	2351	119
Hmgn2	1228	2273
Stub1	1266	434
Tefm	1217	102
P3h2	2362	68
Ropn1	931	0
Mospd3	1012	492
Arl6ip4	1190	490
Lpcat2b	2144	0
Ewsr1	2171	1928
Ggact	1157	262
Nars	2617	3092
Spata24	667	54
Psmb10	998	529
Stx11	1953	81
LOC292543	2480	0
Vta1	1176	1103
Psg29	2171	0
Fbxo46	2926	201
Fbl	1181	997
Syngr4	1597	6
Mus81	1898	284
Cep55	2455	466
Poc5	2304	248
Snapin	1799	1761
Tm9sf4	2250	850
Dusp11	1133	235
Sytl1	2038	38
Trmo	1456	50
Lrrc42	1673	909
Rhox7	894	0
Cmpk1	1846	1768
Ccdc163	1589	155
Ssu72	1039	981
Tex21	1910	0
Lrrc6	1597	7
Ei24	2092	1454
Crb3	1094	0
LOC301165	3099	0
Rbmx	2003	957
Wsb1	2673	3788
Ccdc63	2061	2
Mgat4d	1350	0
Rnf2	2379	649
Mettl18	1505	89
Brox	3341	1726
Gpat3	1987	175
Rassf6	1867	10
Pspc1	2004	541
Cenpu	1609	208
Abt1	1292	244
Tubb6	1751	3890
Rbm22	1696	696
Zfp978	1634	49
Fkrp	2834	473
Psg16	1696	0
Gpr4	1489	368
Ttc23	1923	113
Cdr2	2348	583
RGD1311946	2063	439
Pex11b	1408	257
Cd5l	1965	3
Sec22b	1411	1141
Dclre1b	3985	480
Palmd	2003	187
Psmd14	1511	1461
RGD1311739	1286	400
Sdcbp2	1418	32
Cdca7	2332	303
Fam166a	1597	6
Cops5	1272	1179
Yars	2440	1407
Hsdl2	2010	1772
Sf3a3	1746	1106
Maco1	3415	871
Fbxl12	1902	158
Rad21	3557	4138
Desi1	1417	888
Azi2	1997	629
Fem1a	2197	508
Tfeb	2266	768
Ogfrl1	1706	751
Pdcl3	1746	787
Fam126b	2059	123
Atg4b	2447	633
Itm2a	1574	1113
Magec2	1914	0
Bloc1s6	2087	514
Limd2	1162	954
Vps4b	2822	1827
Arpc5	1753	3386
Tfdp1	2357	1446
Pxdc1	1788	648
Dhtkd1	4257	184
Colec12	2889	1169
Cdk10	2198	745
Mtrf1l	1187	157
Pnldc1	2002	21
Hirip3	2196	735
Srpk1	2295	911
Rnf8	1953	323
Smarcb1	1604	668
Zbed3	1810	296
Fbxw5	2319	906
Gle1	2237	418
Nop56	1912	1159
Procr	1381	377
Tada3	1949	598
Tcea1	2358	756
Gnl2	2301	901
Smpdl3b	1898	71
Srsf10	1193	574
Rpl11	907	6210
Rrm2	2527	1235
Eml1	2361	1715
Dazap1	1544	1015
Wdr61	1206	715
Nprl2	1537	411
Zfand2b	1295	259
Rhox2	1580	0
Yipf6	2385	611
Taz	1786	465
Grap	1536	103
Plek	1648	582
Blk	2266	6
Cdk20	2123	353
Rem1	1625	65
Neil1	1728	168
MGC116197	1409	60
Tmem186	2056	388
Trpv3	3010	188
Proca1	1417	81
MGC112692	1494	1
Zkscan1	3143	388
Mapkapk5	1758	767
Smyd3	1322	59
Defa9	310	0
LOC498933	1521	11
Zfp90	2212	156
Il34	1525	387
Blnk	1739	1421
Dsn1	1975	309
Spata25	1585	48
Cep41	2470	192
Fam221a	1404	9
Stpg1	2269	55
Tnfrsf9	1385	50
Ccdc105	1699	0
Ppip5k2	1843	227
Rhox8	738	0
Strn3	4139	1352
Mrpl19	1169	265
Adam23	2876	450
Mrpl12	1563	760
Csf1r	3698	10966
Ptprk	4464	361
Fam162a	537	575
Rnase1	782	0
Klrc3	693	2
Pdcd6ip	5775	4839
Cit	6291	730
Nkapl	1517	18
Cmtm1	1861	0
Brix1	2432	683
Depdc7	1707	309
Memo1	1322	756
Ttc30a1	2442	34
Necap1	2419	1105
Vstm4	2139	166
Eps15l1	3044	1033
Zbbx	1793	5
Oscp1	1385	135
Stra6	2682	1200
Ostm1	1448	661
Gli4	2108	32
Cpvl	1606	7
Lair1	854	10
Prkar2b	3169	424
Rplp2	428	4178
Tsga10	2725	150
Map2k4	1086	435
Slc19a2	3178	363
Upp1	1100	327
Ifi30	1283	5608
Gins4	1055	260
Elmo3	2406	171
Commd7	958	389
Cpsf3	2233	954
Lta4h	2020	1815
Slc25a38	1666	300
C1galt1c1	1314	612
Rhbdf1	2932	990
Ap5m1	2999	505
Capn7	3538	759
Zfp518a	6783	413
Csk	2080	1994
Carm1	3195	1003
Rad9b	1729	50
Irx5	1455	64
Magi1	3768	356
Ndufs5	523	376
Akirin1	2183	1294
Kif1bp	2422	913
Abca17	5322	250
Cd68	1200	6602
Psmd2	2897	5278
Eif3b	2921	2651
Aga	1182	1195
Serpinb1a	1265	1135
Trdmt1	1506	193
Ercc3	2616	1011
Acp6	1312	320
Stoml2	1190	724
Dnali1	2225	77
Efhd2	2108	2514
Sirt6	1628	404
Mrpl44	1151	384
Tmub2	2377	845
St6galnac2	1997	200
Polr3d	1896	566
Anxa8	1829	143
Manba	3664	986
Serinc2	1808	163
Tdp1	2059	230
Slc11a1	1990	1487
Trip12	9641	4865
Msrb2	1141	228
B4galt7	1564	314
Coq4	1222	108
Rmdn1	1670	404
Grtp1	1245	59
Copg1	2625	3116
Gpr33	930	1
Bmp10	1266	2
Gp9	570	2
Sprn	444	9
Prrt1	1949	695
Tcf21	1224	0
Rpain	739	150
Cenpl	1811	192
Cldn23	1725	26
Rpp38	1194	105
Kazald1	1623	68
Golga5	2190	705
Ddhd1	3409	890
Tmem45b	3457	2
Edc4	4739	1287
Eif4ebp2	1699	690
Sarnp	1120	828
Clul1	1440	0
LOC500959	785	9
Defal1	264	0
Defa10	275	0
Defa7	290	0
Defa6	288	0
Defa8	312	0
Defa11	315	0
Slc6a17	6317	628
Entpd8	1737	0
Tmprss11d	1747	0
Akap12	6421	5641
Dnah1	12872	140
Man1a1	3857	1101
Araf	3208	1440
Bcan	3840	2076
Dstn	1691	1724
Bcl2l1	4120	1605
Bicd2	6324	2400
Cabp1	1604	184
Prkar1b	2306	1152
Syt1	1896	175
Eif5a	1199	6727
Shpk	2780	178
Vat1	2603	11041
Cct6a	1985	2915
Sap18	761	389
Cyp4f18	2751	24
Ushbp1	2471	94
Dsc2	4507	368
Lonp2	2400	653
Orc6	1441	166
Irf7	1959	237
Commd9	1163	1362
Slc31a2	1763	599
Srebf2	5003	2099
L3mbtl2	3389	826
Hnrnpdl	1319	2318
Akr1c1	1182	0
Ankrd16	1342	95
Cox15	3007	362
Cers2	2022	4020
Zeb2	3648	3275
Rnf126	1358	326
Apobec3b	1756	114
Xylb	3291	634
Zfp451	3936	387
Aldh16a1	2566	1031
Arfgap2	2761	1449
Rae1	1536	512
Alg6	2894	306
Prss16	2064	1
Cast	4624	3696
Cdkn1c	2055	421
Slc44a1	5380	12189
Ceacam1	3573	218
Cflar	6652	1017
Surf2	1156	215
Cdk12	6070	873
Surf4	2753	524
Csnk1g2	2376	1391
Cxcl12	6921	2189
Rexo4	2360	1091
Prrc1	1642	576
Numbl	1842	423
Cog7	2776	545
Rtfdc1	2116	1094
Mob1a	4407	2603
Ints11	2009	577
N4bp3	2018	28
Jakmip1	2319	119
Crtc2	2076	834
Tmem79	2062	26
Noc2l	2439	840
Calu	3361	6989
Sms	1620	262
Ngrn	1743	651
Tut1	2661	436
Trmt13	1798	115
Rpe	2077	912
Gimap5	1519	79
Epn2	4414	1953
Gimap8	3109	112
Fcer2	1999	2
Fhl1	2454	2557
Ola1	1685	1021
Zc3h14	3422	1262
Calca	1308	406
Kcng3	1586	2
Obp3	1964	0
Kcnip2	2346	28
Prkx	4057	796
Pfkfb2	3824	253
Ak2	1848	1072
Bag6	3857	3098
Ndufaf3	1437	342
Ensa	2992	1506
Lhb	580	10
Ank3	10109	1889
Map2k5	2287	443
Ubox5	3658	237
Itgal	4360	1532
Rpap1	4796	591
Ncapd3	5149	678
Yap1	1471	530
Apmap	2073	650
Jam2	4132	2723
Acap2	3579	1799
Ncoa4	3459	3576
Mcam	2905	1306
Tril	4846	1681
Sft2d2	5074	891
Adamtsl4	4158	595
Asic2	3196	110
Calcr	3530	1
Syn2	2871	307
Mprip	3891	4134
Hyou1	4514	2823
Dnajc12	1152	190
Tpm1	2940	3120
Cbx8	1358	79
Med24	3357	1145
Pyy	520	1
Paqr7	1038	450
Snn	2906	2444
Ephx1	1899	440
Mtrex	3564	1231
Tmc4	2292	4
Tnnc1	486	22
Ing3	2158	207
March2	1296	1608
Aarsd1	3306	738
Ctsf	1863	1692
Prlr	2844	2
Mlx	1895	755
Becn1	2108	1670
Mfap4	1484	188
Per1	4001	515
Nit2	1030	739
Alg8	1984	280
Pald1	4213	571
Sec62	1858	1776
Iqub	3034	76
Foxp1	2207	386
RGD1559786	1395	439
Klhdc2	1578	1081
Eif3l	1428	1634
Rbx1	881	1097
Mrpl2	991	305
Sp110	1762	699
Spdl1	2258	207
Lrrc8e	2997	30
Baiap2l1	2272	132
Dars2	2283	470
Nkx3-1	1782	1
Elp2	2732	981
Usp10	3260	798
Pex7	1406	139
Nmi	757	262
Ddi2	3523	925
Srpra	2912	2913
Tmem54	1044	9
Nsg2	2266	892
Spdye4	1737	0
Caap1	1521	246
Trappc9	3046	533
Gpank1	1407	230
Blmh	2291	1204
Stat1	4419	2124
Sh3rf2	2412	18
Ppil1	1307	411
Tmem33	3552	1224
Nptx2	1906	116
Ubxn1	894	1597
Zfp384	3322	974
Kansl3	4434	1477
Gh1	811	0
Gimap1	1106	28
Plpp6	2852	419
Gpr153	2644	239
Ubfd1	1221	320
Fam134b	3112	279
Gpbp1l1	2488	306
Rpl8	831	1289
Mks1	2466	244
Iws1	2938	723
RGD1562218	4024	682
Cblc	1659	0
Nars2	1761	135
Atad3a	2358	618
Dus3l	2003	375
Sfswap	3127	763
Cpt1c	2731	452
Lrrc40	1953	886
Sulf2	4172	8284
Immt	1913	1858
Slc39a9	1510	510
Pkhd1l1	12984	180
C1qtnf6	2310	195
Arsa	1524	794
Arid5a	2428	524
Ppef1	2326	16
Nprl3	2619	294
Ubac2	2072	757
Endog	929	27
Nabp2	1454	847
Zcrb1	1312	383
Tarbp2	1471	352
Zbtb44	2702	229
Slc22a12	2156	24
Grap2	1099	41
Ccdc60	2224	20
Itln1	1129	0
Tdp2	1924	594
Zfyve19	1563	430
Tmco4	2754	235
Rup2	538	0
Acsf2	3084	1104
Pqlc3	1904	981
Cdca7l	2567	298
Fam104a	2552	825
LOC619574	2396	1099
Spag6	2060	24
Sohlh2	2339	0
Rwdd4	2892	878
Rnf14	2936	3114
Nrbp1	2133	1283
Ctps2	3272	921
Nicn1	2126	603
Hdac10	2143	272
Tmem69	1945	379
Atad1	2305	1428
Mbtps2	2091	190
Ypel5	2114	1886
N4bp2l1	2126	108
Slc19a1	2479	354
Slc1a2	1528	761
Tagln3	1177	283
Tcf3	2781	846
Csnk2b	983	1703
Parl	1317	688
Slc38a9	1783	297
Myl2	646	7
Srsf11	2628	2256
Coq9	1704	673
RGD1310127	2555	469
Zfp36l2	3542	119
Akap9	12068	1598
Ctu2	1636	422
Cpox	2753	752
Rassf2	3406	1127
Sptlc2	3715	1692
Pcdhga10	4631	130
Pcdhga5	4661	37
Pcdhga2	4660	67
Pcdhga1	4490	16
Pcdhga11	4630	143
Pcdhga3	4654	38
Pcdhga8	4631	76
Pcdhga9	4674	33
Pcdhgb8	4656	131
Lrrc8c	2855	512
Fkbp8	1650	3438
Cep44	1562	222
LOC290876	1352	0
Mrpl47	1933	241
RGD1307100	1495	507
Smc4	4241	1791
Slc25a40	1342	104
Txlng	3029	70
Mettl26	1216	128
Nsrp1	1951	388
LOC303448	3137	9
Tecpr1	4251	1781
Trmt1l	2618	439
Acd	1377	618
Det1	1808	87
Rhog	1223	2666
Kdm8	2447	249
Kank1	5170	2641
Slc52a3	2222	96
Dhrs3	1637	980
Rmdn2	1925	81
Ddx21	4381	1031
Plekhh3	2988	250
Ccl25	1334	0
Taf1a	1484	104
Abcg3l4	2688	20
Bphl	1188	107
Creld2	1344	625
Mterf4	1301	180
Gipc2	1253	63
LOC367830	1406	0
Zfp94	2453	162
Cdca4	2307	419
Slc35b2	1853	989
Nxf7	2251	1
Mmd2	2135	1154
Radil	3687	231
Foxk1	2487	168
Ap5z1	3529	625
Hnrnpf	2347	3065
Ube2d2	839	1649
Gpr12	1901	12
Taf9	1758	1266
Nat1	2494	234
Csmd1	12988	86
Lrrc4	3597	325
Pcdhga12	4680	53
Ndufb4	455	448
Rps19	529	3883
Scaf4	4304	872
Aimp2	1102	446
Bloc1s2	883	898
LOC296235	1523	0
Tnnc2	716	67
Eif6	1225	1084
Etv6	1809	294
Klf11	3780	390
Mettl7a	1777	1060
Pak1ip1	1507	487
Lilrb3l	2096	507
Lmo2	1835	953
Gpr35	921	16
Zfp830	1465	200
Idnk	1082	156
Lrrn1	3056	1870
LOC500990	1431	0
Bex1	709	69
LOC502618	999	1
Asb12	1327	0
Defb29	696	1
Popdc3	1285	11
Klrc1	1221	0
Slc41a3	2238	302
Otud5	2606	1617
Defb13	201	0
Defb14	204	0
Defb11	210	0
Defb26	387	0
Defb2	216	0
Defb24	386	0
Defb9	216	0
Defb10	216	1
Defb40	222	0
Defb21	252	0
Defb50	222	0
Defb12	237	0
Defb36	314	0
Defb25	216	0
Defb20	291	0
Defb23	495	0
Defb27	322	0
Defb15	276	0
Defb39	291	0
Defb33	319	0
Defb52	381	0
Defb41	240	0
Defb49	254	0
Defb43	213	0
Defb44	228	0
Defb18	258	0
Defb30	228	0
Defb42	264	0
Defb17	279	0
Prok2	387	3
Cdnf	624	10
Slc6a14	2126	0
Fgd1	3261	146
Defb51	650	0
Defb3	192	0
Defb5	192	0
Defb37	192	0
Defb38	192	0
Bex4	593	81
Nmnat1	2104	965
Rhoxf10	606	0
Ggta1l1	966	1
Sp7	1624	15
Mptx1	660	0
Ube2z	2857	452
Ccdc130	1555	235
Rab2b	1167	386
Fuz	1451	302
Unc45a	3308	990
Fam105a	1508	1689
Rbm43	1899	207
Nphp4	5037	216
Prtg	5308	14
Zdhhc6	1879	981
Fubp1	2346	1559
Dixdc1	5395	1213
Henmt1	1247	20
Afg1l	1764	61
Rbm12	3805	11
Rnf130	1106	2107
Mpp1	1250	556
Csf2ra	1392	1461
Dtnbp1	1140	399
Trpm1	5030	133
Spryd4	1479	215
Snrnp200	6779	3683
Arpc5l	1269	406
Nagk	1184	615
Apopt1	820	179
Fbxo22	1790	1005
Cep63	3135	422
Ccnjl	2990	203
Cldn8	2250	0
Chst12	1612	765
Tmem177	1446	87
Lrp10	2913	2463
Dctn5	1604	1010
Itgb2	3156	4400
Cnot4	3474	591
Lrrc74a	1616	0
Vsig1	1537	6
Polr1d	828	684
Styxl1	1280	78
Ccdc28a	1197	111
Leng8	5657	5418
Wdr43	3431	783
Smim14	1049	1412
Dock8	7495	1934
Cct8l1	1935	0
Fmc1	1336	129
LOC500354	1445	1
Spag11b	401	0
Dusp9	2589	9
Jph2	2127	18
LOC297568	4636	0
Ap4m1	1362	266
Cfap20	1125	555
Adipor2	1185	976
Tada1	1426	311
Trat1	1820	1
Tmem147	857	580
Atg12	2567	977
Prodh2	1407	3
Ing1	1055	300
Dnaja3	1809	848
Oprm1	3773	12
Fndc1	5193	1236
Svbp	856	213
Trap1	2236	1361
Fam43a	2403	254
Mtrr	2363	394
Nudt21	1049	916
Mcoln2	2517	36
Klhl25	3277	200
Hrasls5	1460	27
Tmem176a	956	4196
Zdhhc21	3467	326
Ppcs	1353	123
Cnksr1	2476	15
Rer1	1256	1615
Tle2	2410	212
Zdhhc3	1880	969
Mff	2077	761
Zdhhc9	2875	1320
Specc1	2794	1279
Fbxo39	1597	4
Kif18b	3295	484
Zfp207	1720	2356
Zdhhc8	3386	659
Coq5	1559	321
Net1	3149	1178
Spef1	1502	146
Tln1	8647	9905
Ubr4	15828	5067
Wdr18	1371	497
Actr1b	3176	2235
Gas8	1576	98
Tkfc	2370	214
Lemd2	1901	218
Actl6a	1729	530
Wdr5	3029	780
Srsf7	1051	1355
Gabpb1	2501	117
Zdhhc13	2345	456
Cdc42se1	2667	2964
Cox6b2	472	108
Zdhhc1	1903	196
Zdhhc24	1560	189
Zdhhc15	2884	136
Tusc5	3380	59
LOC654482	1318	114
Slc39a13	2410	680
Tor1b	2923	786
Narf	3034	609
Spns1	2185	1011
Zdhhc19	1523	1
Zdhhc22	1115	25
Zdhhc25	1233	0
Zdhhc20	1899	1026
Fubp3	1836	785
Zdhhc5	2680	1237
Zdhhc18	2650	941
Zdhhc17	2887	826
Dgke	3048	175
Zdhhc11	1434	1
Zdhhc14	3028	616
Tes	2364	1268
Eqtn	1051	14
Zdhhc16	1806	415
Alox12b	2268	0
Trappc1	550	898
Crisp1	1375	0
Pced1b	1999	311
Specc1l	4287	1051
